Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/11/2023,68.5,64.36,0.4(0.59 %),"1,775,600",120.59,"181,653",11.81,68.1,68.5,67.5
27/11/2023,68.1,63.99,-0.2(-0.29 %),"1,333,300",90.83,0,0,68.3,68.4,67.9
24/11/2023,68.3,64.17,-0.4(-0.58 %),"3,128,900",213.32,0,0,68.6,68.9,67.6
23/11/2023,68.7,64.55,-0.7(-1.01 %),"1,623,100",112.34,"30,000",2.03,69.8,69.9,68.7
22/11/2023,69.4,65.21,-0.1(-0.14 %),"1,302,200",90.51,"231,000",16.08,69.5,70.2,69
21/11/2023,69.5,65.3,0.2(0.29 %),"2,959,800",204.84,"30,000",2.08,69.4,69.8,68.9
20/11/2023,69.3,65.11,-0.7(-1.00 %),"1,770,000",122.78,"231,000",16.17,69.2,69.9,69
17/11/2023,70,65.77,-0.3(-0.43 %),"2,335,800",163.53,0,0,71,71.1,69.2
16/11/2023,70.3,66.05,-0.4(-0.57 %),"2,338,200",164.44,0,0,70.6,71.3,69.9
15/11/2023,70.7,66.43,1.8(2.61 %),"3,949,400",280.96,0,0,70,71.8,70
14/11/2023,68.9,64.74,0.2(0.29 %),"2,996,000",205.84,0,0,69,69.4,68.2
13/11/2023,68.7,64.55,-0.9(-1.29 %),"1,730,800",120.02,0,0,69.7,70,68.6
10/11/2023,69.6,65.4,-1.1(-1.56 %),"2,833,100",198.7,0,0,70.8,70.8,69.6
09/11/2023,70.7,66.43,-0.7(-0.98 %),"3,420,100",244.32,0,0,71.6,72.1,70.7
08/11/2023,71.4,67.09,0.6(0.85 %),"2,339,600",165.87,0,0,70.8,71.5,69.8
07/11/2023,70.8,66.52,-0.2(-0.28 %),"1,474,700",103.58,0,0,70.5,70.8,69.8
06/11/2023,71,66.71,1(1.43 %),"1,136,800",80.58,0,0,70.2,71.5,70.1
03/11/2023,70,65.77,-0.9(-1.27 %),"1,692,700",118.71,0,0,70.9,70.9,69.8
02/11/2023,70.9,66.62,0.5(0.71 %),"2,390,200",168.25,0,0,70.5,70.9,69.8
01/11/2023,70.4,66.15,2.4(3.53 %),"2,337,200",161.81,0,0,69,70.5,67.9
