Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
19/09/2024,73.3,70.28,0(0.00 %),"1,572,700",115.18,42,0,73.3,73.5,73
18/09/2024,73.3,70.28,-0.1(-0.14 %),"2,845,300",208.93,44,0,73.6,73.9,73
17/09/2024,73.4,70.38,1.5(2.09 %),"2,390,300",172.69,32,0,72,73.4,71.7
16/09/2024,71.9,68.94,-1(-1.37 %),"4,034,700",291.66,0,0,73,73,71.9
13/09/2024,72.9,69.9,-1.8(-2.41 %),"5,347,100",393.2,13,0,74.8,74.8,72.9
12/09/2024,74.7,71.63,0.1(0.13 %),"2,052,100",153.4,24,0,75,75.2,74.4
11/09/2024,74.6,71.53,-0.3(-0.40 %),"3,165,200",235.61,31,0,74.8,75.1,73.9
10/09/2024,74.9,71.82,0.1(0.13 %),"3,332,400",249.77,34,0,74.8,75.5,74.3
09/09/2024,74.8,71.72,-0.6(-0.80 %),"2,638,800",196.8,0,0,75.1,75.1,74.2
06/09/2024,75.4,72.3,0.7(0.94 %),"3,641,800",273.58,0,0,74.9,75.5,74.8
05/09/2024,74.7,71.63,0.4(0.54 %),"5,857,500",439.3,42,0,74.3,75.4,74.1
04/09/2024,74.3,71.24,0.4(0.54 %),"2,839,100",210.04,25,0,73.3,74.5,73.1
30/08/2024,73.9,70.86,0.4(0.54 %),"3,675,800",272.73,0,0,73.6,74.8,73.4
29/08/2024,73.5,70.48,-0.4(-0.54 %),"2,042,900",150.41,80,0.01,73.7,74,73.4
28/08/2024,73.9,70.86,0.4(0.54 %),"3,352,800",246.77,40,0,73.6,74,73.2
27/08/2024,73.5,70.48,0.1(0.14 %),"4,265,800",312.28,44,0,73.4,73.8,72.6
26/08/2024,73.4,70.38,-1.5(-2.00 %),"6,324,800",466.55,27,0,74.9,75,73.3
23/08/2024,74.9,71.82,0.7(0.94 %),"3,307,600",247.56,33,0,74.9,75.6,74.4
22/08/2024,74.2,71.15,-1.1(-1.46 %),"6,025,900",449.01,54,0,76,76,73.6
21/08/2024,75.3,72.2,-0.3(-0.40 %),"3,991,000",301.15,45,0,75.2,76.1,75.1
