Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
09/06/2023,84.6,61.64,1(1.20 %),"680,200",57.35,"273,400",24.44,84.3,84.7,83.7
08/06/2023,83.6,60.91,-1.4(-1.65 %),"1,244,500",104.52,"652,580",57.55,84.7,84.9,83.5
07/06/2023,85,61.93,-0.3(-0.35 %),"705,800",59.78,"576,146",52.54,85,85.4,84.3
06/06/2023,85.3,62.15,0.3(0.35 %),"514,000",43.68,0,0,85.3,85.3,84.7
05/06/2023,85,61.93,1.2(1.43 %),"1,425,500",120.54,"299,800",26.86,83.9,85.2,83.8
02/06/2023,83.8,61.06,0.3(0.36 %),"735,900",61.53,0,0,83.5,84.3,83.1
01/06/2023,83.5,60.84,-0.6(-0.71 %),"537,300",44.81,"590,000",50.98,84,84,83.1
31/05/2023,84.1,61.27,0.1(0.12 %),"839,400",70.38,0,0,84.2,84.2,83.1
30/05/2023,84,61.2,0.9(1.08 %),"1,659,100",139.05,"3,802,900",338.08,83,84.9,82.9
29/05/2023,83.1,60.55,0(0.00 %),"879,600",73.25,0,0,83.5,83.7,82.9
26/05/2023,83.1,60.55,-0.1(-0.12 %),"864,400",71.73,"546,000",48.59,83.1,83.4,82.3
25/05/2023,83.2,60.62,1.9(2.34 %),"1,341,300",110.77,"50,000",4.14,81.2,83.4,81
24/05/2023,81.3,59.23,-0.7(-0.85 %),"464,300",37.88,0,0,82,82.1,81.1
23/05/2023,82,59.74,-0.5(-0.61 %),"656,500",53.85,"437,600",38.6,82.5,82.5,81.4
22/05/2023,82.5,60.11,-0.3(-0.36 %),"561,000",46.22,"38,000",2.93,82.8,82.8,82
19/05/2023,82.8,60.33,-0.1(-0.12 %),"1,073,600",88.58,"980,400",86.96,83,83.3,81.8
18/05/2023,82.9,60.4,1.4(1.72 %),"1,549,800",127.54,0,0,81.8,83,81.4
17/05/2023,81.5,59.38,0(0.00 %),"976,200",79.88,"385,000",32.8,81.9,82.7,81.1
16/05/2023,81.5,59.38,0.5(0.62 %),"766,500",62.2,"603,884",51.88,81,81.7,80.8
15/05/2023,81,59.02,0.5(0.62 %),"934,700",75.9,"465,001",40.04,81.4,81.8,80.8
