Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
25/06/2024,130,129.1,-2.1(-1.59 %),"13,706,800","1,776.77","343,343",44.63,131,131.1,128.6
24/06/2024,132.1,131.19,-4(-2.94 %),"13,186,900","1,762","1,204,000",174.12,135,135.5,132
21/06/2024,136.1,135.16,2.8(2.10 %),"7,653,300","1,034.71",0,0,133.9,136.1,133.3
20/06/2024,133.3,132.38,1.8(1.37 %),"10,465,700","1,404.64","595,000",73.04,133,135.7,131.8
19/06/2024,131.5,130.59,3.5(2.73 %),"9,669,200","1,249.78","600,000",71.64,128,132.8,126.6
18/06/2024,128,127.12,-0.8(-0.62 %),"6,680,000",860.58,"256,800",33.3,128.8,129.7,128
17/06/2024,128.8,127.91,-2.2(-1.68 %),"4,867,600",631.22,0,0,131,131.4,128.5
14/06/2024,131,130.1,1(0.77 %),"6,406,200",834.85,"201,000",26.18,130.1,132.6,129
13/06/2024,130,129.1,-2(-1.52 %),"8,136,200","1,066.86","540,000",70.86,133.7,133.8,130
12/06/2024,132,131.09,5.48(4.33 %),"11,215,500","1,464.08",0,0,127.9,132.7,127.8
11/06/2024,146.5,125.64,2.5(1.74 %),"6,327,300",915.26,"2,091,200",320.86,144.3,146.5,143.1
10/06/2024,144,123.5,2(1.41 %),"3,775,400",542.41,0,0,143.5,145,143
07/06/2024,142,121.78,2.4(1.72 %),"3,756,900",530.59,"169,700",23.97,141,142,140.5
06/06/2024,139.6,119.73,-0.5(-0.36 %),"5,211,800",731.83,"20,000",2.61,140.3,141.7,138.8
05/06/2024,140.1,120.16,1(0.72 %),"6,321,600",895.48,"20,201",2.83,140,144.9,139.7
04/06/2024,139.1,119.3,2.2(1.61 %),"7,009,800",973.9,"40,000",5.52,139,139.3,137.8
03/06/2024,136.9,117.41,2.3(1.71 %),"7,773,600","1,062.26",0,0,135,137.6,134.7
31/05/2024,134.6,115.44,-0.4(-0.30 %),"2,633,500",354.49,"63,100",8.48,135,136.8,133.8
30/05/2024,135,115.78,-0.7(-0.52 %),"7,261,300",965.21,"40,000",5.37,133.8,135,131.9
29/05/2024,135.7,116.38,-1.3(-0.95 %),"5,837,600",793.59,"270,000",37.23,137.1,138.2,134.8
