Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
19/09/2022,83.1,60.55,0.6(0.73 %),"1,783,700",147.17,"250,000",19.2,82.5,83.6,81.9
16/09/2022,82.5,60.11,-1.2(-1.43 %),"1,360,100",113.05,0,0,83.7,83.9,82.5
15/09/2022,83.7,60.98,-0.3(-0.36 %),"780,500",65.51,0,0,84.5,84.5,83.7
14/09/2022,84,61.2,-0.6(-0.71 %),"1,309,200",109.76,"165,701",15,83.5,84.5,83.5
13/09/2022,84.6,61.64,0(0.00 %),"1,046,400",88.77,"231,302",20.93,85,85.3,84.3
12/09/2022,84.6,61.64,0.3(0.36 %),"716,000",60.69,"51,000",4.31,85.1,85.2,84.3
09/09/2022,84.3,61.42,0(0.00 %),"1,145,400",96.89,0,0,84.6,85,84.3
08/09/2022,84.3,61.42,0.3(0.36 %),"1,135,600",95.72,"164,200",14.46,84.1,85,83.8
07/09/2022,84,61.2,-1.8(-2.10 %),"2,236,400",189.65,"81,800",7.51,85.5,85.9,84
06/09/2022,85.8,62.51,-0.4(-0.46 %),"1,171,600",100.86,"422,300",38.94,86,86.4,85.8
05/09/2022,86.2,62.8,-0.4(-0.46 %),"1,020,900",88.02,"90,000",8.33,86.5,86.7,85.9
31/08/2022,86.6,63.1,0.2(0.23 %),"1,173,700",101.27,"176,400",16.3,85.8,87,85.8
30/08/2022,86.4,62.95,-0.1(-0.12 %),"1,153,200",99.74,"150,000",13.88,86.5,87,86
29/08/2022,86.5,63.02,-0.7(-0.80 %),"2,228,000",191.35,"313,100",28.95,87,87,84.7
26/08/2022,87.2,63.53,0.9(1.04 %),"1,936,600",168.7,"20,000",1.85,86.4,87.8,86.3
25/08/2022,86.3,62.88,0.1(0.12 %),"1,143,900",98.63,"20,900",1.93,86.2,86.7,86
24/08/2022,86.2,62.8,0.2(0.23 %),"1,008,000",87.16,"59,000",5.43,86.5,86.8,86.1
23/08/2022,87,62.66,0.2(0.23 %),"1,085,700",93.93,"27,600",2.39,86.1,87,86.1
22/08/2022,86.8,62.51,-0.1(-0.12 %),"1,634,000",141.38,"28,100",2.61,86.6,87.3,85.9
19/08/2022,86.9,62.59,-1.4(-1.59 %),"1,957,600",171.1,"144,000",12.63,88,88.5,86.2
