Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
14/03/2023,44.75,,-0.05(-0.11 %),"2,838,200",126.92,0,0,44.2,45.35,44.1
13/03/2023,44.75,,1.85(4.31 %),"3,225,100",142.25,0,0,42.8,44.8,42.75
10/03/2023,42.85,,0.45(1.06 %),"2,536,600",108.4,"849,278",36.3,42.4,43,42
09/03/2023,42.4,,0(0.00 %),"1,780,100",75.87,"1,000,000",42.62,42.35,43,42.25
08/03/2023,42.35,,0.05(0.12 %),"1,952,900",81.54,"1,627,000",67.94,41.3,42.35,41.3
07/03/2023,42.3,,0.2(0.48 %),"1,670,600",71.19,0,0,42.7,43,42.1
06/03/2023,42.1,,1.1(2.68 %),"2,996,100",127.45,0,0,41.75,43.2,41.5
03/03/2023,40.95,,-0.15(-0.36 %),"1,387,200",56.65,0,0,41,41.2,40.55
02/03/2023,41.1,,-0.1(-0.24 %),"1,947,400",79.77,"185,000",7.6,41,41.5,40.45
01/03/2023,41.2,,-0.3(-0.72 %),"3,325,100",135.03,0,0,41.05,41.3,39.8
28/02/2023,41.5,,0.6(1.47 %),"1,631,900",67.14,"354,500",14.58,41,41.95,40.4
27/02/2023,40.9,,-0.1(-0.24 %),"5,325,900",213.25,0,0,40,40.9,39.4
24/02/2023,41,,-1(-2.38 %),"3,013,500",124.12,0,0,41.7,42,40.9
23/02/2023,42,,-0.6(-1.41 %),"4,588,000",191.61,0,0,42.6,42.85,40.6
22/02/2023,42.6,,-2.6(-5.75 %),"3,712,300",161.33,0,0,44.6,44.8,42.6
21/02/2023,45.2,,0(0.00 %),"1,571,200",71.59,"694,000",31.62,45.5,46.15,45.1
20/02/2023,45.2,,1.9(4.39 %),"4,177,000",187.87,0,0,43.5,46.3,43.4
17/02/2023,43.3,,0.8(1.88 %),"2,064,500",89.19,"1,078,900",46.59,42.7,43.6,42.5
16/02/2023,42.5,,0(0.00 %),"2,366,000",100.18,0,0,42.75,42.75,42
15/02/2023,42.5,,-0.3(-0.70 %),"4,288,300",180.57,"386,800",16.42,42.7,42.7,41.6
