Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
01/10/2021,77,74.81,-1.3(-1.66 %),"4,115,400",319.72,"1,826,702",133.9,78.3,78.3,77
30/09/2021,78.3,76.08,0.1(0.13 %),"3,151,100",247.88,"65,000",4.73,78.5,79.4,78.2
29/09/2021,78.2,75.98,-0.3(-0.38 %),"2,992,100",234.41,0,0,78.5,78.9,77.7
28/09/2021,78.5,76.27,0.3(0.38 %),"5,298,500",413.16,0,0,77.5,79.4,77.4
27/09/2021,78.2,75.98,-1.4(-1.76 %),"5,151,700",405.76,"1,365,600",105.21,79.6,79.6,78.2
24/09/2021,79.6,77.34,0.3(0.38 %),"4,577,300",364.7,0,0,79.3,80.3,78.7
23/09/2021,79.3,77.05,1.3(1.67 %),"4,687,300",369.69,0,0,78.1,79.5,78
22/09/2021,78,75.78,0.5(0.65 %),"8,759,600",675.32,"65,000",4.69,78,78.2,76
21/09/2021,77.5,75.3,-2.4(-3.00 %),"13,434,500","1,046.61","150,000",11.97,78.5,79.8,76.1
20/09/2021,79.9,77.63,-1.3(-1.60 %),"5,456,900",438.24,0,0,80.8,81.1,79.9
17/09/2021,81.2,78.89,1.1(1.37 %),"6,873,600",553.49,0,0,80.1,81.5,79.6
16/09/2021,80.1,77.83,-1.8(-2.20 %),"7,925,100",640.01,0,0,82,82.5,80
15/09/2021,81.9,79.57,0.75(0.92 %),"9,287,400",761.44,0,0,82.3,83.5,80.7
14/09/2021,107,78.84,0(0.00 %),"10,966,200","1,177.49","683,400",73.12,107,108.4,106.7
13/09/2021,107,78.84,-0.5(-0.47 %),"9,821,600","1,055.58","1,610,000",169.36,108,108.1,106.8
10/09/2021,107.5,79.21,-0.2(-0.19 %),"15,193,100","1,640.26","741,500",80.2,108,108.9,107.5
09/09/2021,107.7,79.36,-0.2(-0.19 %),"9,925,000","1,070.72","384,000",39.42,107.5,108.9,107.1
08/09/2021,107.9,79.51,-1.7(-1.55 %),"9,311,500","1,013.98","2,559,000",287.92,109.7,110,107.7
07/09/2021,109.6,80.76,1.2(1.11 %),"11,598,900","1,277.5","2,001,500",221.26,109,111,108.5
06/09/2021,108.4,79.88,1.4(1.31 %),"13,077,500","1,402.89","708,118",78.61,107.9,108.9,106.8
