Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
20/08/2024,39.4,,0.8(2.07 %),"17,552,300",689.87,"2,020,141",79.42,38.6,39.8,38.5
19/08/2024,38.6,,0.2(0.52 %),"10,779,700",415.46,"5,239,744",201.21,38.6,38.8,38.2
16/08/2024,38.4,,0.55(1.45 %),"14,796,100",566.93,"6,672,043",253.57,38.2,38.7,38
15/08/2024,37.85,,0.65(1.75 %),"17,778,700",671.53,"20,030",0.74,37.5,38.3,37.15
14/08/2024,37.2,,0.85(2.34 %),"10,119,200",373.8,"9,266,420",337.4,36.35,37.4,36
13/08/2024,36.35,,-0.15(-0.41 %),"7,145,900",259.01,"2,780,000",101.47,36.35,36.65,35.85
12/08/2024,36.5,,-0.7(-1.88 %),"8,353,000",305.58,"18,792,000",699.06,37.15,37.15,36.35
09/08/2024,37.2,,-0.4(-1.06 %),"8,691,600",323.05,0,0,37.8,37.8,36.8
08/08/2024,37.6,,0.4(1.08 %),"8,833,300",331.88,"6,841,000",259.96,37.5,38.1,36.95
07/08/2024,37.2,,2.4(6.90 %),"36,732,700","1,365.7","5,794,400",202.95,36.95,37.2,36.6
06/08/2024,34.8,,0.3(0.87 %),"5,853,400",201.7,"2,119,200",68.93,34.8,34.8,34
05/08/2024,34.5,,-1.5(-4.17 %),"9,956,500",345.42,"20,000",0.71,35.2,35.7,34
02/08/2024,36,,-0.45(-1.23 %),"8,614,000",306.11,0,0,36.05,36.3,34.6
01/08/2024,36.45,,-0.25(-0.68 %),"6,190,900",226.1,"20,000",0.74,36.75,37,36
31/07/2024,36.7,,0(0.00 %),"3,718,200",136.83,0,0,36.85,37.05,36.65
30/07/2024,36.7,,-0.4(-1.08 %),"4,684,400",172.96,"435,500",16.04,37.1,37.2,36.7
29/07/2024,37.1,,-0.65(-1.72 %),"4,356,000",162.91,"50,000",1.9,37.75,37.9,37.1
26/07/2024,37.75,,-0.05(-0.13 %),"3,908,300",147.24,0,0,37.8,37.9,37.5
25/07/2024,37.8,,-0.05(-0.13 %),"6,224,500",236.34,0,0,37.6,38.3,37.55
24/07/2024,37.85,,0(0.00 %),"4,430,000",166.84,"7,845,000",298.11,37.6,37.85,37.4
