Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
12/08/2022,107.2(0.37 %),"76,900",8.24,"101,000",10.83,"24,100",2.58,"288,573,025",28.73%
11/08/2022,106.8(0.95 %),"109,400",11.68,"242,500",25.9,"133,100",14.22,"288,530,625",28.73%
10/08/2022,105.8(0.57 %),"27,400",2.9,"170,800",18.07,"143,400",15.17,"288,580,325",28.73%
09/08/2022,105.2(0.38 %),"-182,700",-19.22,"10,100",1.06,"192,800",20.28,"288,412,125",28.74%
08/08/2022,104.8(0.29 %),"-295,700",-30.99,"41,100",4.31,"336,800",35.3,"287,491,625",28.81%
05/08/2022,104.5(-3.15 %),"-627,300",-65.55,"297,800",31.12,"925,100",96.67,"286,376,725",28.89%
04/08/2022,107.9(-1.91 %),"-673,500",-72.67,"510,000",55.03,"1,183,500",127.7,"285,874,825",28.92%
03/08/2022,110(0.00 %),"-318,500",-35.03,"481,200",52.93,"799,700",87.97,"285,994,305",28.91%
02/08/2022,110(0.55 %),"210,300",23.13,"737,800",81.16,"527,500",58.03,"286,170,405",28.9%
01/08/2022,109.4(3.11 %),"165,500",18.11,"470,600",51.48,"305,100",33.38,"286,556,005",28.87%
29/07/2022,106.1(-3.46 %),"264,300",28.04,"2,158,500",229.02,"1,894,200",200.97,"286,689,505",28.86%
28/07/2022,109.9(0.00 %),"115,900",12.74,"453,000",49.78,"337,100",37.05,"287,058,905",28.84%
27/07/2022,109.9(-0.09 %),"72,200",7.93,"182,300",20.03,"110,100",12.1,"287,306,405",28.82%
26/07/2022,110(1.29 %),"115,000",12.65,"320,500",35.26,"205,500",22.61,"287,301,905",28.82%
25/07/2022,108.6(0.09 %),"74,700",8.11,"271,500",29.48,"196,800",21.37,"287,111,005",28.83%
22/07/2022,108.5(2.84 %),"126,300",53.03,"200,700",107.87,"74,400",54.84,"286,822,585",28.85%
21/07/2022,105.5(2.43 %),"125,180",13.21,"682,600",72.01,"557,420",58.81,"287,546,885",28.8%
20/07/2022,103(0.98 %),"103,300",10.64,"373,200",38.44,"269,900",27.8,"287,985,785",28.77%
19/07/2022,102(-0.58 %),"-46,300",-4.72,"194,900",19.88,"241,200",24.6,"287,962,185",28.77%
18/07/2022,102.6(1.38 %),"111,700",11.46,"508,500",52.17,"396,800",40.71,"287,993,785",28.77%
