Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
17/06/2022,117(5.69 %),"-5,100",-0.6,"1,064,000",124.49,"1,069,100",125.08,"284,345,027",28.93%
16/06/2022,110.7(4.43 %),"84,300",9.33,"895,100",99.09,"810,800",89.76,"284,709,927",28.9%
15/06/2022,106(-0.28 %),"-304,400",-32.27,"374,700",39.72,"679,100",71.98,"284,306,127",28.93%
14/06/2022,106.3(-2.48 %),"-165,000",-17.54,"1,024,100",108.86,"1,189,100",126.4,"284,395,927",28.92%
13/06/2022,109(-6.84 %),"419,500",45.73,"705,000",76.85,"285,500",31.12,"285,205,327",28.87%
10/06/2022,117(-1.27 %),"242,200",28.34,"456,900",53.46,"214,700",25.12,"285,701,227",28.83%
09/06/2022,118.5(-0.67 %),"249,200",29.53,"483,300",57.27,"234,100",27.74,"285,969,067",28.81%
08/06/2022,119.3(1.19 %),"700,500",83.57,"1,039,600",124.02,"339,100",40.45,"285,923,047",28.82%
07/06/2022,117.9(0.77 %),"478,380",56.4,"1,007,700",118.81,"529,320",62.41,"285,990,147",28.81%
06/06/2022,117(3.72 %),"401,900",46.89,"1,346,700",152.99,"944,800",106.1,"286,829,307",28.75%
03/06/2022,112.8(-1.31 %),"-13,400",-1.51,"655,100",73.9,"668,500",75.41,"287,974,307",28.67%
02/06/2022,114.3(-0.61 %),"167,100",19.1,"660,500",75.5,"493,400",56.4,"287,810,707",28.68%
01/06/2022,115(2.31 %),"405,600",46.64,"1,087,500",125.06,"681,900",78.42,"287,361,507",28.72%
31/05/2022,112.4(2.18 %),"322,700",36.27,"1,718,400",193.15,"1,395,700",156.88,"287,820,907",28.68%
30/05/2022,110(0.00 %),"78,000",8.58,"342,900",37.72,"264,900",29.14,"288,454,207",28.64%
27/05/2022,110(1.29 %),"44,600",4.91,"407,700",44.85,"363,100",39.94,"288,140,407",28.66%
26/05/2022,108.6(-1.72 %),"-340,300",-36.96,"306,400",33.28,"646,700",70.23,"288,109,261",28.66%
25/05/2022,110.5(1.38 %),"-186,300",-20.59,"252,400",27.89,"438,700",48.48,"288,012,661",28.67%
24/05/2022,109(4.31 %),"-5,100",-0.56,"397,900",43.37,"403,000",43.93,"288,033,261",28.67%
23/05/2022,104.5(-3.06 %),"-111,400",-11.64,"100,400",10.49,"211,800",22.13,"288,154,361",28.66%
