Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
15/07/2022,101.2(-1.27 %),"32,100",3.25,"593,240",60.04,"561,140",56.79,"288,331,985",28.75%
14/07/2022,102.5(1.49 %),"39,600",4.06,"209,900",21.51,"170,300",17.46,"288,189,185",28.76%
13/07/2022,101(-0.98 %),"36,300",3.67,"353,500",35.7,"317,200",32.04,"288,256,785",28.75%
12/07/2022,102(-0.49 %),"-46,000",-4.69,"96,300",9.82,"142,300",14.51,"288,362,725",28.75%
11/07/2022,102.5(-2.29 %),"133,900",13.72,"381,600",39.11,"247,700",25.39,"288,162,625",28.76%
08/07/2022,104.9(1.84 %),"-273,100",13.72,"265,500",39.11,"538,600",25.39,"288,220,569",0%
07/07/2022,103(3.00 %),"4,500",0.46,"197,200",20.31,"192,700",19.85,"287,947,469",28.78%
06/07/2022,100(-1.96 %),"-538,100",-53.81,"999,700",99.97,"1,537,800",153.78,"287,520,169",28.81%
05/07/2022,102(-5.29 %),"-347,200",-35.41,"277,300",28.28,"624,500",63.7,"287,647,669",28.8%
04/07/2022,107.7(-0.92 %),"-76,800",-8.3,"108,400",11.76,"185,200",20.06,"287,630,269",28.8%
01/07/2022,109.5(-2.23 %),"-112,300",-12.3,"155,600",17.04,"267,900",29.34,"287,637,969",28.8%
30/06/2022,112(-1.75 %),"225,000",25.2,"338,000",37.86,"113,000",12.66,"287,430,669",28.81%
29/06/2022,114(0.00 %),"102,800",11.9,"465,700",52.82,"362,900",40.92,"287,472,869",28.81%
28/06/2022,114(0.88 %),"564,700",64.38,"860,500",98.1,"295,800",33.72,"287,837,669",28.78%
27/06/2022,113(3.20 %),"514,600",57.47,"615,500",68.73,"100,900",11.27,"288,619,369",28.73%
24/06/2022,109.5(-0.45 %),"221,300",24.23,"359,100",39.32,"137,800",15.09,"289,160,469",28.69%
23/06/2022,110(3.77 %),"126,300",13.89,"200,700",22.08,"74,400",8.18,"288,923,169",28.71%
22/06/2022,106(-4.50 %),"-197,300",-20.91,"428,100",45.38,"625,400",66.29,"288,456,269",28.74%
21/06/2022,111(0.00 %),"-158,000",-17.54,"509,600",56.57,"667,600",74.1,"288,323,069",28.75%
20/06/2022,111(-5.13 %),"-102,000",-11.58,"356,800",41.09,"458,800",52.67,"284,704,227",28.9%
