Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/12/2021,162(2.86 %),"-132,600",-21.41,"27,600",4.45,"160,200",25.87,"801,171,054",32.13%
17/12/2021,157.5(-1.56 %),"-880,700",-139.46,"406,400",64.03,"1,287,100",203.48,"801,038,454",32.15%
16/12/2021,160(-0.62 %),"-173,300",-27.4,"137,300",21.99,"310,600",49.39,"800,157,754",32.22%
15/12/2021,161(2.71 %),"68,500",10.95,"143,500",22.8,"75,000",11.86,"799,984,454",32.24%
14/12/2021,157(0.64 %),"139,100",21.81,"261,500",40.97,"122,400",19.17,"800,052,954",32.23%
13/12/2021,156(1.50 %),"154,000",24.12,"506,100",79.07,"352,100",54.96,"800,192,054",32.22%
10/12/2021,153.7(-0.19 %),"20,200",3.06,"277,100",42.31,"256,900",39.25,"800,346,054",32.2%
09/12/2021,154(1.92 %),"126,900",19.46,"144,400",22.12,"17,500",2.66,"800,366,254",0%
08/12/2021,151.1(-0.53 %),"-172,100",-26.08,"77,300",11.72,"249,400",37.8,"800,493,154",32.19%
07/12/2021,151.9(0.60 %),"-5,800",-0.89,"79,700",12.1,"85,500",12.99,"800,321,054",32.21%
06/12/2021,151(0.00 %),"-241,700",-36.52,"56,800",8.58,"298,500",45.09,"800,315,254",32.21%
03/12/2021,151(-0.66 %),"65,800",10.13,"117,800",18.06,"52,000",7.94,"800,073,554",32.23%
02/12/2021,152(1.40 %),"-509,200",-77.07,"241,000",36.53,"750,200",113.61,"800,139,354",0%
01/12/2021,149.9(0.47 %),"-793,500",-119.11,"40,500",6.09,"834,000",125.2,"799,630,154",32.27%
30/11/2021,149.2(-2.16 %),"-705,500",-106.79,"38,400",5.76,"743,900",112.54,"798,272,768",32.38%
29/11/2021,152.5(-3.17 %),"-408,800",-89.12,"268,200",2.57,"677,000",91.68,"797,976,068",0%
26/11/2021,157.5(0.00 %),"-104,600",-16.4,"18,800",2.94,"123,400",19.34,"797,567,268",0%
25/11/2021,157.5(0.32 %),"-918,900",-146.75,"27,500",4.33,"946,400",151.07,"797,962,668",0%
24/11/2021,157(0.32 %),"-98,200",-15.76,"650,500",101.63,"748,700",117.39,"797,293,768",0%
23/11/2021,156.5(4.40 %),"466,600",72.41,"578,600",89.56,"112,000",17.16,"797,195,568",32.47%
