stock_code,time,,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lợi nhuận trước thuế,2. Điều chỉnh cho các khoản,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,"Lãi, lỗ từ thanh lý TSCĐ",Thu nhập lãi vay và cổ tức,Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản khác,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước","Tăng, giảm chứng khoán kinh doanh",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,II. Lưu chuyển tiền từ hoạt động đầu tư,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,10. Tiền thu khác từ hoạt động đầu tư,11. Tiền chi khác cho hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,5. Tiền trả nợ gốc thuê tài chính,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",7. Tiền thu khác từ hoạt động tài chính,8. Tiền chi khác cho hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Tiền và tương đương tiền cuối kỳ
VHM,Q32023,,,14206.0,,408.0,288.0,100.0,-1832.0,716.0,,,,,13888.0,-4626.0,-27.0,11085.0,443.0,-196.0,-747.0,-5245.0,,,14574.0,,-4215.0,-44.0,-4473.0,4952.0,-12832.0,-205.0,181.0,,,,,-16637.0,,,,7811.0,-7943.0,,,,,-133.0,-2195.0,5105.0,,2910.0
VHM,Q32024,,,10837.0,,530.0,32.0,-162.0,-5516.0,1508.0,,,,,7229.0,-30757.0,20866.0,3730.0,-312.0,,-1435.0,-7012.0,,,-7692.0,,-3837.0,1984.0,6389.0,-9313.0,-17876.0,23966.0,7714.0,,,,,9027.0,,20.0,,18321.0,-16229.0,,-5.0,,,2107.0,3442.0,17180.0,,20621.0
VHM,Q42016,,,2244.0,,98.0,14.0,-1.0,221.0,135.0,,,,,2712.0,5942.0,2820.0,-6850.0,251.0,,-94.0,-232.0,,,4548.0,,539.0,75.0,-489.0,1.0,-7515.0,530.0,1.0,,,,,-6858.0,,3235.0,,3319.0,-1858.0,,-340.0,,,4357.0,2046.0,756.0,,2802.0
VHM,Q42017,,,-956.0,,-31.0,273.0,6.0,987.0,229.0,,,,,508.0,-1741.0,1474.0,1457.0,-608.0,,-395.0,-230.0,,,464.0,,-2218.0,34.0,-1885.0,468.0,1748.0,1667.0,17.0,,,,,-169.0,,28.0,,11475.0,-11195.0,,,,,308.0,603.0,959.0,,1562.0
VHM,Q42018,,,4618.0,,75.0,263.0,-1.0,-3394.0,778.0,,,,,2338.0,2744.0,12371.0,-8575.0,-276.0,,-829.0,-538.0,,,7236.0,,-163.0,-1491.0,13870.0,-1650.0,-7748.0,3094.0,180.0,,,,,6092.0,,,,34152.0,-49855.0,,-38.0,,,-15741.0,-2413.0,5929.0,,3515.0
VHM,Q42019,,,8733.0,,93.0,17.0,,-5787.0,656.0,,,,,3711.0,-23048.0,5405.0,54794.0,-688.0,,-1601.0,2405.0,,,40977.0,,-645.0,206.0,-8616.0,1852.0,-26619.0,5360.0,305.0,,,,,-28157.0,,,-5550.0,65.0,-3005.0,,-35.0,,,-8526.0,4294.0,9038.0,,13332.0
VHM,Q42020,,,14318.0,,205.0,805.0,1.0,-9669.0,610.0,,,,,6269.0,5779.0,7471.0,-10845.0,2827.0,,-452.0,-1914.0,,,9135.0,,-1593.0,248.0,2161.0,2988.0,-18109.0,-10050.0,20222.0,1235.0,,,,-2897.0,,40.0,-5.0,3752.0,-9799.0,,-60.0,,,-6072.0,166.0,13548.0,,13714.0
VHM,Q42021,,,13841.0,,239.0,656.0,-6.0,-3478.0,820.0,,,,,12071.0,-4221.0,4604.0,-1769.0,-577.0,1279.0,-807.0,-4447.0,,,6132.0,,-1420.0,37.0,-11252.0,9224.0,-11587.0,7582.0,3408.0,,,,,-4007.0,,,,4859.0,-6791.0,,-72.0,,,-2004.0,121.0,4505.0,,4626.0
VHM,Q42022,,,12449.0,,304.0,593.0,5.0,-7500.0,299.0,,,,,6149.0,-3857.0,-9336.0,18773.0,1004.0,-4348.0,-2283.0,82.0,,,6185.0,,-2923.0,-17.0,-1533.0,1780.0,-43247.0,24863.0,4474.0,,,,,-16602.0,,,,16804.0,-9638.0,,-675.0,,,6491.0,-3927.0,14743.0,,10817.0
VHM,Q42023,,,1390.0,,391.0,-147.0,-17.0,-2720.0,974.0,,,,,-129.0,-22423.0,-7545.0,20693.0,567.0,548.0,-1626.0,345.0,,,-9571.0,,2282.0,2769.0,-11853.0,24591.0,-28935.0,13976.0,4972.0,,,,,7802.0,,-11.0,,20139.0,-7166.0,,,,,12962.0,11193.0,2910.0,,14103.0
VHM,Q42024,,,16265.0,,349.0,-61.0,167.0,-8499.0,2685.0,,,,,10906.0,-30207.0,-12971.0,35599.0,723.0,-1500.0,-3526.0,-1822.0,,,-2798.0,,2543.0,1010.0,6641.0,-11414.0,-2023.0,15833.0,261.0,,,,,12852.0,,2.0,-10485.0,17980.0,-9181.0,,,,,-1684.0,8369.0,20621.0,,28991.0
