stock_code,time,,Lưu chuyển tiền từ hoạt động kinh doanh,1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,2. Chi phí lãi và các chi phí tương tự đã trả,3. Thu nhập từ hoạt động dịch vụ nhận được,"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",5. Thu nhập khác,"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",8. Tiền thuế thu nhập thực nộp trong kỳ,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Những thay đổi về tài sản hoạt động,"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,12. (Tăng)/Giảm các khoản cho vay khách hàng,13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,14. (Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về công nợ hoạt động,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,21. Tăng/(Giảm) khác về công nợ hoạt động,22. Chi từ các quỹ của TCTD,I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động đầu tư,1. Mua sắm tài sản cố định,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ","3. Tiền chi từ thanh lý, nhượng bán TSCĐ",4. Mua sắm bất động sản đầu tư,"5. Tiền thu từ bán, thanh lý bất động sản đầu tư","6. Tiền chi ra do bán, thanh lý bất động sản đầu tư","7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)","8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)","9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",II- Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động tài chính,1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",5. Tiền chi ra mua cổ phiếu quỹ,6. Tiền thu được do bán cổ phiếu quỹ,III- Lưu chuyển tiền thuần từ hoạt động tài chính,IV- Lưu chuyển tiền thuần trong kỳ,V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ
CTG,Q32024,,,30966.0,-16508.0,2029.0,128.0,-182.0,3907.0,-4251.0,-1370.0,14721.0,,-9551.0,-22436.0,-351.0,-33852.0,-1772.0,5685.0,,-16397.0,1228.0,50060.0,31569.0,-128.0,-1378.0,-1264.0,,16134.0,,-194.0,3.0,,,,,,,12.0,-179.0,,,,,,,,,15955.0,,-152.0,15804.0
CTG,Q42009,,,10063.0,-6284.0,388.0,209.0,3.0,466.0,-2198.0,-285.0,2362.0,,1745.0,-3234.0,-75.0,-24940.0,-1070.0,2516.0,,12330.0,8136.0,9117.0,4724.0,-7667.0,-96.0,-2985.0,-101.0,759.0,,-1119.0,7.0,,,,,-223.0,,5.0,-1330.0,,,,,,,,,-571.0,30897.0,,30326.0
CTG,Q42010,,,29745.0,-17982.0,1348.0,-151.0,175.0,1201.0,-6209.0,-1572.0,6555.0,,1732.0,-18686.0,56.0,-71016.0,-1392.0,-2785.0,,29502.0,17150.0,54968.0,2143.0,-5870.0,-220.0,20875.0,-3074.0,29938.0,,-1484.0,5.0,-9.0,,,,-798.0,104.0,87.0,-2095.0,,3247.0,,,-45.0,,,3201.0,31044.0,30526.0,33.0,61603.0
CTG,Q42011,,,53934.0,-34452.0,1142.0,961.0,-1350.0,1170.0,-8340.0,-2164.0,10901.0,,-1339.0,-6691.0,-1.0,-59230.0,-5271.0,-1680.0,,-15927.0,39311.0,51355.0,361.0,12984.0,,-7620.0,-3.0,17150.0,,-584.0,118.0,,,,,-430.0,,20.0,-875.0,,6912.0,,,-2044.0,-9.0,,4859.0,21134.0,53161.0,,74294.0
CTG,Q42012,,,11329.0,-7348.0,322.0,503.0,-87.0,500.0,-3206.0,-784.0,1229.0,,-4790.0,-153.0,-2.0,-32463.0,-3597.0,1391.0,,2413.0,34931.0,14081.0,14924.0,-5015.0,,-1448.0,,21500.0,,-1175.0,-11.0,,,,,-10.0,14.0,11.0,-1170.0,,,,,,,,,20330.0,,-80.0,20250.0
CTG,Q42013,,,10451.0,-7422.0,445.0,98.0,-361.0,437.0,-2262.0,-718.0,667.0,,11096.0,-5472.0,-82.0,-30733.0,-4576.0,-360.0,,-86.0,3950.0,35017.0,1048.0,1048.0,,2841.0,,14359.0,,-1658.0,4.0,-2.0,,,,,,,-1656.0,,4572.0,,,,,,4572.0,17275.0,,,74216.0
CTG,Q42014,,,9490.0,-5255.0,41.0,75.0,-175.0,365.0,-2561.0,-549.0,1433.0,,-7082.0,-3313.0,,-42184.0,-1042.0,656.0,,4006.0,9896.0,26314.0,-64.0,6213.0,-3.0,-7973.0,,-13143.0,,-854.0,1247.0,-2.0,,,,,10.0,3.0,405.0,,,,,,,12.0,12.0,-12727.0,,4.0,-12723.0
CTG,Q42015,,,11631.0,-6211.0,572.0,441.0,-106.0,1151.0,-3098.0,-650.0,3730.0,,-3391.0,-20012.0,17.0,-41043.0,-830.0,857.0,,10734.0,7653.0,24125.0,7075.0,1890.0,118.0,15340.0,,6264.0,,-628.0,217.0,-18.0,,,,,,6.0,-423.0,,,,,,,,,5840.0,,-16.0,5825.0
CTG,Q42016,,,14517.0,-6776.0,554.0,1035.0,-267.0,439.0,-3496.0,-657.0,5349.0,,24.0,-13208.0,-151.0,-34605.0,-1326.0,-998.0,,-128.0,17791.0,29574.0,3864.0,-1784.0,,-6646.0,-3.0,-2246.0,,-729.0,2.0,-1.0,,,,24.0,210.0,76.0,-419.0,,,,,,,,,-2664.0,,59.0,-2605.0
CTG,Q42017,,,18281.0,-9447.0,581.0,417.0,-526.0,1170.0,-4289.0,-430.0,5759.0,,-2937.0,14864.0,-183.0,-21653.0,-5872.0,-7521.0,,-15527.0,2045.0,27894.0,4200.0,-96.0,,13929.0,,14901.0,,-736.0,3.0,-1.0,,,,,,175.0,-559.0,,,,,-2606.0,,,-2606.0,11736.0,,-62.0,11674.0
CTG,Q42018,,,27358.0,-17921.0,862.0,2012.0,-745.0,1177.0,-5335.0,-451.0,6957.0,,-2135.0,-295.0,-177.0,26692.0,,-4718.0,,2086.0,-11947.0,67.0,5099.0,-664.0,,305.0,,21270.0,,-290.0,4.0,,,,,,,43.0,-243.0,,,,,,,,,21027.0,,-82.0,20944.0
CTG,Q42019,,,22047.0,-12196.0,1067.0,472.0,-1274.0,2011.0,-4813.0,-615.0,6700.0,,-2048.0,3742.0,-303.0,-31503.0,-4712.0,-3302.0,,-2901.0,16102.0,27319.0,1950.0,-41.0,,-7594.0,-2.0,3405.0,,-379.0,306.0,-1.0,,,,,-217.0,29.0,-262.0,,,,,,,,,3143.0,,-59.0,3084.0
CTG,Q42020,,,20620.0,-11757.0,1179.0,567.0,207.0,538.0,-5668.0,-1378.0,4307.0,,-3121.0,-12346.0,450.0,-63971.0,-7176.0,18944.0,,29882.0,2640.0,51156.0,-3200.0,-2927.0,,465.0,,15102.0,,-259.0,6.0,50.0,,24.0,,,-24.0,16.0,-188.0,,,,,-1862.0,,,-1862.0,13052.0,,-94.0,12958.0
CTG,Q42021,,,21192.0,-9875.0,1234.0,337.0,223.0,1299.0,-5636.0,-1082.0,7693.0,,-1774.0,-6207.0,-142.0,-46062.0,-67.0,-1200.0,,16004.0,-21519.0,88955.0,-5697.0,-26.0,,2722.0,,32679.0,,-289.0,3.0,-2.0,,,,,,16.0,-272.0,,,,,,,,,32407.0,,-409.0,31998.0
CTG,Q42022,,,-72356.0,35119.0,-4200.0,-2667.0,-4201.0,-4341.0,11463.0,1866.0,-39318.0,,36902.0,8201.0,5012.0,114571.0,5176.0,22964.0,,-65346.0,-94035.0,-27875.0,-16327.0,99.0,,3112.0,,-46863.0,,362.0,-11.0,1.0,,,,,-6.0,-75.0,270.0,,,,,3845.0,,,3845.0,-42749.0,-164377.0,-3.0,-207128.0
CTG,Q42023,,,31107.0,-21607.0,1815.0,816.0,8.0,1434.0,-5487.0,-141.0,7946.0,,-24222.0,-18846.0,,-87043.0,-9010.0,-169.0,,237.0,15709.0,100575.0,27497.0,-260.0,506.0,-5814.0,,7107.0,,-330.0,5.0,-2.0,,,,,,17.0,-309.0,,,,,,,,,6798.0,,22.0,6820.0
CTG,Q42024,,,31811.0,-16323.0,1651.0,827.0,-42.0,1577.0,-5505.0,-316.0,13681.0,,-7547.0,-33386.0,325.0,-116550.0,-1337.0,2916.0,,58827.0,-22496.0,89426.0,19853.0,75.0,416.0,-2533.0,,1670.0,,-730.0,7.0,-1.0,,,,,,1.0,-723.0,,,,,,,,,948.0,,214.0,1161.0
