stock_code,time,,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lợi nhuận trước thuế,2. Điều chỉnh cho các khoản,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,"Lãi, lỗ từ thanh lý TSCĐ",Thu nhập lãi vay và cổ tức,Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản khác,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước","Tăng, giảm chứng khoán kinh doanh",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,II. Lưu chuyển tiền từ hoạt động đầu tư,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,10. Tiền thu khác từ hoạt động đầu tư,11. Tiền chi khác cho hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,5. Tiền trả nợ gốc thuê tài chính,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",7. Tiền thu khác từ hoạt động tài chính,8. Tiền chi khác cho hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Tiền và tương đương tiền cuối kỳ
MSN,Q12020,,,-60.0,,1063.0,54.0,21.0,-601.0,715.0,,,,,1190.0,125.0,,35.0,33.0,-16.0,-721.0,-370.0,,-370.0,276.0,,-955.0,4.0,-2350.0,677.0,-8975.0,,92.0,-1673.0,,,,-11505.0,,,,19493.0,-11348.0,,,,,8145.0,-3084.0,6801.0,-5.0,3711.0
MSN,Q12021,,,487.0,,1222.0,-38.0,3.0,-1053.0,1301.0,,,,,1923.0,-472.0,-86.0,554.0,135.0,,-1241.0,-508.0,,-1.0,305.0,,-675.0,5.0,-1026.0,222.0,-700.0,,52.0,,,,,-2122.0,,,,15217.0,-13971.0,-2.0,-30.0,,,1214.0,-602.0,7721.0,-2.0,7118.0
MSN,Q12022,,,2074.0,,1077.0,17.0,25.0,-1671.0,1161.0,,,,,2684.0,-480.0,-166.0,-2438.0,-47.0,,-1041.0,-316.0,,-3.0,-1808.0,,-843.0,5.0,-3873.0,3619.0,-7670.0,284.0,131.0,,,,,-8346.0,,-215.0,,11735.0,-11309.0,-3.0,-9.0,,,198.0,-9956.0,22305.0,,12349.0
MSN,Q12023,,,581.0,,1085.0,-5.0,-64.0,-1391.0,1842.0,,,,,2049.0,-469.0,811.0,-1018.0,78.0,-14.0,-1583.0,-195.0,,,-342.0,,-849.0,3.0,-2233.0,251.0,,,245.0,,,,,-2582.0,,,,21640.0,-16357.0,-4.0,,,,5279.0,2355.0,13853.0,-5.0,16204.0
MSN,Q12024,,,634.0,,1044.0,101.0,-51.0,-1722.0,1713.0,,,,,1719.0,-128.0,361.0,-1078.0,172.0,964.0,-1386.0,-659.0,,,-35.0,,-397.0,53.0,-3898.0,2479.0,,,223.0,,,,,-1540.0,,54.0,,13749.0,-13855.0,-4.0,,,,-56.0,-1631.0,10125.0,,8493.0
MSN,Q22010,,,339.0,,-31.0,-10.0,-21.0,-19.0,43.0,,,,,301.0,16.0,-26.0,-25.0,,,-20.0,-9.0,,,238.0,,-55.0,-16.0,-534.0,-600.0,1605.0,,55.0,,,,,454.0,,,,235.0,-433.0,,,,,-198.0,495.0,485.0,,980.0
MSN,Q22011,,,537.0,,26.0,26.0,17.0,-322.0,76.0,,,,,360.0,254.0,-158.0,732.0,1.0,,-77.0,-1.0,,-6.0,1105.0,,-371.0,-715.0,-229.0,715.0,-683.0,-18213.0,18545.0,,,334.0,,-617.0,,3310.0,,494.0,193.0,,,,-957.0,3041.0,3529.0,3703.0,-2.0,7230.0
MSN,Q22012,,,770.0,349.0,96.0,18.0,-3.0,-545.0,48.0,,,,,733.0,274.0,-136.0,-194.0,,,-157.0,-48.0,,-13.0,459.0,,-845.0,,-11890.0,11253.0,421.0,-81.0,258.0,,,,,-884.0,,411.0,13.0,-657.0,-850.0,,-16.0,,-3022.0,-4121.0,-4546.0,13467.0,,8921.0
MSN,Q22013,,,464.0,,109.0,2.0,-7.0,-189.0,51.0,,99.0,,58.0,587.0,181.0,-177.0,51.0,,,-740.0,-498.0,,-12.0,-609.0,,-880.0,,-214.0,1841.0,645.0,-637.0,81.0,-1554.0,,,,-719.0,,361.0,,1959.0,-1524.0,,-15.0,,,781.0,-547.0,6858.0,31.0,6342.0
MSN,Q22014,,,98.0,,423.0,26.0,42.0,-2.0,484.0,,-105.0,,,966.0,-336.0,-363.0,-152.0,,,-277.0,-46.0,,-51.0,-259.0,,77.0,1.0,-173.0,-6506.0,-287.0,,167.0,8808.0,,,,2086.0,,79.0,,6450.0,-6342.0,,-1298.0,,-167.0,-1278.0,550.0,4608.0,3.0,5161.0
