stock_code,time,,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lợi nhuận trước thuế,2. Điều chỉnh cho các khoản,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,"Lãi, lỗ từ thanh lý TSCĐ",Thu nhập lãi vay và cổ tức,Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản khác,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước","Tăng, giảm chứng khoán kinh doanh",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,II. Lưu chuyển tiền từ hoạt động đầu tư,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,10. Tiền thu khác từ hoạt động đầu tư,11. Tiền chi khác cho hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,5. Tiền trả nợ gốc thuê tài chính,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",7. Tiền thu khác từ hoạt động tài chính,8. Tiền chi khác cho hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Tiền và tương đương tiền cuối kỳ
HPG,Q22023,,,1702.0,,1662.0,-20.0,187.0,808.0,1029.0,,,6.0,,5373.0,-733.0,2334.0,-1147.0,-180.0,,-1023.0,-10.0,,-83.0,4531.0,,-2799.0,-73.0,-8820.0,13396.0,,,-682.0,,,,,1022.0,,,-2.0,30250.0,-30416.0,,,,,-168.0,5386.0,7868.0,-1.0,13253.0
HPG,Q22024,,,3733.0,,1730.0,162.0,-30.0,406.0,564.0,,,6.0,,6571.0,-618.0,811.0,-3566.0,47.0,,-614.0,-24.0,,-108.0,2500.0,,-4039.0,3.0,-6908.0,13729.0,,,-279.0,,,,,2506.0,,,,41954.0,-46356.0,,-2.0,,,-4404.0,602.0,12429.0,1.0,13032.0
HPG,Q32007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,Q32008,,,200.0,,18.0,24.0,-16.0,-72.0,4.0,,,,,158.0,602.0,-87.0,-174.0,,,-3.0,-27.0,28.0,-16.0,480.0,,-168.0,,-101.0,342.0,-84.0,,66.0,,,,,55.0,,,,279.0,-440.0,,-197.0,,,-358.0,177.0,119.0,1.0,297.0
HPG,Q32009,,,1226.0,,143.0,-152.0,3.0,-90.0,40.0,,,,,1169.0,88.0,-54.0,-389.0,-8.0,,-62.0,-46.0,19.0,-156.0,562.0,,-1350.0,2.0,-36.0,887.0,-939.0,,87.0,,,,,-1349.0,,1.0,,4180.0,-2470.0,-1.0,-198.0,,,1512.0,724.0,510.0,-1.0,1234.0
HPG,Q32010,,,361.0,,111.0,-14.0,15.0,-100.0,125.0,,,64.0,,562.0,-595.0,-25.0,246.0,-56.0,,-111.0,-25.0,17.0,-58.0,-47.0,,-267.0,-5.0,-1128.0,464.0,-634.0,634.0,15.0,,,,,-922.0,,,,4303.0,-3765.0,,2.0,,,539.0,-430.0,864.0,2.0,435.0
HPG,Q32011,,,153.0,,75.0,-2.0,45.0,52.0,219.0,,,,,543.0,-46.0,270.0,312.0,-59.0,,-228.0,-14.0,2.0,3.0,783.0,,-470.0,7.0,-389.0,207.0,,,12.0,,,,,-633.0,,,,4595.0,-5148.0,,,,,-553.0,-403.0,1249.0,,846.0
HPG,Q32012,,,353.0,36.0,145.0,-5.0,-8.0,-62.0,109.0,,,,,568.0,-305.0,575.0,-413.0,17.0,,-174.0,-33.0,1.0,6.0,242.0,,-103.0,2.0,-32.0,30.0,-344.0,,55.0,,290.0,,,-102.0,,25.0,,4422.0,-4587.0,,,,,-141.0,-1.0,842.0,,841.0
HPG,Q32013,,,598.0,,165.0,-171.0,-4.0,-27.0,79.0,,,32.0,,671.0,71.0,-439.0,597.0,-51.0,,-12.0,-7.0,,-18.0,813.0,,-659.0,1.0,-36.0,47.0,-1.0,,22.0,,,,,-626.0,,1.0,,4907.0,-4047.0,,-419.0,,,441.0,629.0,1386.0,,2014.0
HPG,Q32014,,,1025.0,,279.0,,-30.0,-8.0,79.0,,,28.0,,1373.0,-409.0,-22.0,-850.0,-271.0,,-68.0,-67.0,11.0,-18.0,-319.0,,-187.0,9.0,,103.0,-55.0,,82.0,,57.0,-56.0,,-47.0,,,,5822.0,-5234.0,,,,,589.0,222.0,1429.0,,1652.0
HPG,Q32015,,,1161.0,,296.0,9.0,21.0,-42.0,66.0,,,30.0,,1541.0,-83.0,-674.0,-433.0,19.0,,356.0,-64.0,3.0,-23.0,641.0,,-139.0,12.0,776.0,278.0,,,26.0,,,,,954.0,,,,7611.0,-7300.0,-1822.0,,,,-1511.0,84.0,2023.0,,2107.0
HPG,Q32016,,,1856.0,,420.0,3.0,-8.0,-31.0,69.0,,,5.0,,2315.0,-541.0,300.0,-8.0,34.0,,-66.0,-19.0,,-21.0,1994.0,,-650.0,1.0,-20.0,298.0,-73.0,,38.0,,73.0,,,-334.0,,-79.0,,5656.0,-5907.0,,-1100.0,,,-1429.0,230.0,3052.0,,3283.0
HPG,Q32017,,,2488.0,,497.0,6.0,-1.0,-22.0,131.0,,,5.0,,3104.0,99.0,-655.0,-572.0,-28.0,,-128.0,-25.0,-4.0,1.0,1792.0,,-3459.0,1.0,-11824.0,7687.0,,,27.0,,,,,-7568.0,,5047.0,,10371.0,-8863.0,,,,,6554.0,778.0,1813.0,,2592.0
HPG,Q32018,,,2848.0,,585.0,-47.0,21.0,2.0,142.0,,,,,3551.0,120.0,-1502.0,44.0,17.0,,-131.0,-412.0,,-29.0,1658.0,,-10643.0,1.0,-3303.0,5156.0,,,258.0,,,,,-8532.0,,,,15180.0,-9648.0,,-1.0,,,5530.0,-1343.0,5319.0,1.0,3976.0
HPG,Q32019,,,2161.0,,652.0,2.0,-19.0,-162.0,266.0,,,-14.0,,2887.0,-384.0,-3603.0,-1280.0,20.0,,-250.0,-332.0,,-54.0,-2996.0,,-3759.0,-11.0,215.0,529.0,,,193.0,,,,,-2834.0,,,,17893.0,-13986.0,,-5.0,,,3902.0,-1927.0,5900.0,,3973.0
HPG,Q32020,,,4272.0,,1181.0,4.0,43.0,-141.0,541.0,,,,,5900.0,-1913.0,131.0,-374.0,43.0,,-519.0,-268.0,,-24.0,2976.0,,-1899.0,1.0,-5113.0,906.0,,,75.0,,,,,-6029.0,,2.0,,22818.0,-20236.0,,-1393.0,,,1191.0,-1862.0,7490.0,1.0,5629.0
HPG,Q32021,,,10979.0,,1554.0,1.0,-210.0,-310.0,675.0,,,,,12689.0,-4674.0,-6269.0,-960.0,-88.0,,-676.0,-137.0,,-48.0,-162.0,,-2394.0,22.0,-12798.0,8561.0,,,310.0,,,,,-6299.0,,6.0,,33644.0,-28440.0,,-2.0,,,5209.0,-1252.0,14644.0,-15.0,13376.0
HPG,Q32022,,,-1300.0,,1737.0,137.0,547.0,-484.0,837.0,,,-3.0,,1471.0,3761.0,14893.0,-15025.0,260.0,,-798.0,,,-105.0,4458.0,,-4411.0,1.0,-18171.0,16474.0,,,508.0,,,,,-5599.0,,,,30844.0,-35929.0,,-2241.0,,,-7326.0,-8468.0,20325.0,24.0,11881.0
HPG,Q32023,,,2174.0,,1722.0,16.0,327.0,1.0,856.0,,,-6.0,,5090.0,1302.0,-1539.0,-3180.0,2.0,,-895.0,-27.0,,-120.0,633.0,,-4361.0,44.0,-7534.0,10386.0,,,188.0,,,,,-1277.0,,,-1.0,30105.0,-33017.0,,,,,-2913.0,-3557.0,13253.0,1.0,9697.0
HPG,Q32024,,,3412.0,,1771.0,-3.0,-207.0,103.0,525.0,,,-6.0,,5596.0,377.0,-3511.0,-1585.0,47.0,,-568.0,-12.0,,-79.0,265.0,,-9402.0,-333.0,-6771.0,5612.0,,,306.0,,,,,-10587.0,,90.0,,45987.0,-40277.0,,-2.0,,,5799.0,-4523.0,13032.0,-8.0,8501.0
HPG,Q42007,,,759.0,,116.0,12.0,2.0,-24.0,40.0,,,,,906.0,-470.0,-729.0,177.0,3.0,,-38.0,-61.0,36.0,-128.0,-303.0,,-179.0,71.0,-289.0,23.0,-935.0,,14.0,,,,,-1295.0,,2410.0,,2262.0,-2518.0,-16.0,-219.0,,,1920.0,321.0,,,399.0
