stock_code,time,,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lợi nhuận trước thuế,2. Điều chỉnh cho các khoản,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,"Lãi, lỗ từ thanh lý TSCĐ",Thu nhập lãi vay và cổ tức,Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản khác,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước","Tăng, giảm chứng khoán kinh doanh",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,II. Lưu chuyển tiền từ hoạt động đầu tư,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,10. Tiền thu khác từ hoạt động đầu tư,11. Tiền chi khác cho hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,5. Tiền trả nợ gốc thuê tài chính,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",7. Tiền thu khác từ hoạt động tài chính,8. Tiền chi khác cho hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Tiền và tương đương tiền cuối kỳ
MWG,Q22022,,,1702.0,,862.0,-146.0,1.0,14.0,366.0,,,,,2799.0,-650.0,4482.0,-1449.0,-62.0,,-345.0,-428.0,,,4347.0,,-1245.0,1.0,-3546.0,2956.0,-181.0,,184.0,,,,,-1832.0,,,-2.0,14264.0,-16405.0,,-732.0,,,-2875.0,-360.0,3259.0,-1.0,2898.0
MWG,Q22023,,,130.0,,796.0,-38.0,-2.0,-448.0,385.0,,,,,822.0,-624.0,-889.0,431.0,35.0,,-340.0,-94.0,,,-659.0,,-128.0,7.0,-7875.0,3924.0,,,374.0,,,,,-3698.0,,,-7.0,16605.0,-11581.0,,,,,5017.0,660.0,2781.0,,3442.0
MWG,Q22024,,,1516.0,,678.0,11.0,45.0,-299.0,243.0,,,,,2194.0,-246.0,-559.0,1704.0,35.0,,-239.0,-263.0,,,2626.0,,-25.0,23.0,-12887.0,10310.0,,,835.0,,,,,-1745.0,,5.0,-3.0,17222.0,-17898.0,,,,,-675.0,206.0,5571.0,,5776.0
MWG,Q32013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWG,Q32014,,,227.0,,31.0,4.0,,-2.0,5.0,,,,,265.0,-54.0,-405.0,244.0,-18.0,,-5.0,120.0,-157.0,-15.0,-26.0,,-33.0,,,,,,2.0,,,,,-31.0,,,,1060.0,-888.0,,,,,172.0,115.0,303.0,,419.0
MWG,Q32015,,,371.0,,52.0,30.0,,,6.0,,,,,459.0,-156.0,-508.0,379.0,-20.0,,-7.0,-64.0,,,83.0,,-152.0,,,,-72.0,,,,,,,-224.0,,,,1498.0,-1282.0,,-2.0,,,214.0,73.0,395.0,,469.0
MWG,Q32016,,,499.0,,106.0,16.0,,1.0,25.0,,,,,647.0,-278.0,-1432.0,613.0,-35.0,,-23.0,-111.0,,,-619.0,,-407.0,,,,,,,,,,,-406.0,,,,4151.0,-3148.0,,,,,1003.0,-22.0,596.0,,574.0
MWG,Q32017,,,719.0,,179.0,11.0,1.0,-9.0,46.0,,,,,948.0,-90.0,-61.0,1258.0,-26.0,,-44.0,-145.0,,,1840.0,,-416.0,,,,,,7.0,,,,,-409.0,,,,6060.0,-6079.0,,,,,-19.0,1413.0,1519.0,,2932.0
MWG,Q32018,,,856.0,,322.0,,-3.0,-30.0,107.0,,,,,1253.0,-25.0,968.0,-78.0,13.0,,-79.0,-218.0,,,1834.0,,-278.0,3.0,698.0,,,,8.0,-695.0,,,,-264.0,,1.0,,7559.0,-6963.0,,,-1.0,,595.0,2165.0,2905.0,,5070.0
MWG,Q32019,,,1137.0,,369.0,70.0,,-127.0,145.0,,,,,1594.0,55.0,-646.0,-1117.0,-9.0,,-148.0,-260.0,,,-532.0,,-872.0,,-1534.0,3392.0,,,125.0,,,,,1111.0,,4.0,-1.0,10180.0,-10358.0,,,,,-175.0,404.0,3293.0,,3697.0
MWG,Q32020,,,1278.0,,602.0,-58.0,,-181.0,132.0,,,,,1774.0,-69.0,613.0,174.0,8.0,,-122.0,-382.0,,,1997.0,,-1008.0,1.0,-2938.0,1032.0,,,51.0,,,,,-2862.0,,,-1.0,11669.0,-10378.0,,,,,1289.0,425.0,2166.0,,2591.0
MWG,Q32021,,,968.0,,748.0,204.0,-1.0,-243.0,164.0,,,,,1841.0,470.0,640.0,-1218.0,106.0,,-192.0,-5.0,,,1642.0,,-1322.0,,-3493.0,4768.0,,,271.0,,,,,225.0,,,,12408.0,-15441.0,,-238.0,,,-3271.0,-1403.0,4618.0,1.0,3215.0
MWG,Q32022,,,1418.0,,866.0,-93.0,,-50.0,435.0,,,,,2576.0,-733.0,-341.0,295.0,-34.0,,-312.0,-423.0,,,1027.0,,-885.0,2.0,-2926.0,6243.0,,,230.0,,,,,2663.0,,1.0,-2.0,18829.0,-18351.0,,,,,478.0,4167.0,2898.0,,7065.0
MWG,Q32023,,,182.0,,1007.0,-55.0,,-475.0,438.0,,,,,1097.0,-90.0,-924.0,-845.0,61.0,,-349.0,-96.0,,,-1147.0,,-170.0,4.0,-6816.0,6893.0,,,188.0,,,,-1.0,99.0,,,,19131.0,-18441.0,,-731.0,,,-42.0,-1090.0,3442.0,,2352.0
MWG,Q32024,,,1068.0,,710.0,80.0,20.0,-283.0,304.0,,,,,1899.0,325.0,-892.0,193.0,33.0,,-321.0,-317.0,,,921.0,,-193.0,14.0,-7207.0,9836.0,,1777.0,-1355.0,,,,1.0,2873.0,,-7.0,,18967.0,-18048.0,,-731.0,,,181.0,3976.0,5776.0,,9752.0
MWG,Q42014,,,241.0,,35.0,11.0,,,5.0,,,,,292.0,-7.0,-580.0,175.0,-39.0,,-5.0,,-65.0,-10.0,-239.0,,-174.0,,,,,,3.0,,,,,-171.0,,,,1034.0,-829.0,,,,,204.0,-206.0,419.0,,213.0
MWG,Q42015,,,428.0,,61.0,7.0,,,12.0,,,,,507.0,-298.0,-2024.0,757.0,-31.0,,-11.0,-11.0,,,-1110.0,,-184.0,,,,,,,,,,,-184.0,,,,3567.0,-2397.0,,,,,1169.0,-125.0,469.0,,344.0
MWG,Q42016,,,457.0,,128.0,40.0,,,39.0,,,,,663.0,-733.0,-2902.0,2088.0,-41.0,,-35.0,-138.0,,,-1097.0,,-476.0,1.0,,,,,1.0,,,,,-474.0,,,,7360.0,-5366.0,,,,,1995.0,423.0,574.0,,997.0
MWG,Q42017,,,734.0,,209.0,64.0,,-26.0,67.0,,,,,1048.0,-1806.0,-3307.0,2884.0,-76.0,,-58.0,-256.0,,,-1571.0,,-818.0,,-210.0,126.0,,,22.0,,,,,-881.0,,92.0,,9201.0,-6362.0,,-1.0,,,2931.0,479.0,2932.0,,3411.0
MWG,Q42018,,,919.0,,337.0,16.0,,-35.0,111.0,,,,,1348.0,-264.0,-4154.0,3486.0,-7.0,,-136.0,-271.0,,,3.0,,-462.0,-2.0,-86.0,,,,38.0,695.0,,,,183.0,,126.0,,7104.0,-8738.0,,-1.0,,2.0,-1506.0,-1320.0,5070.0,,3750.0
MWG,Q42019,,,1180.0,,435.0,59.0,,-114.0,156.0,,,,,1716.0,-1225.0,-8809.0,4225.0,-129.0,,-133.0,-370.0,,-5.0,-4731.0,,-1309.0,,-1381.0,2520.0,,,123.0,,,,,-48.0,,86.0,,14095.0,-9977.0,,-7.0,,,4196.0,-582.0,3697.0,,3115.0
MWG,Q42020,,,1334.0,,609.0,16.0,,-193.0,147.0,,,,,1912.0,-154.0,-1914.0,1346.0,-120.0,,-121.0,-656.0,,,293.0,,-1243.0,1.0,-874.0,3355.0,,,160.0,,,,,1399.0,,,-1.0,14965.0,-11220.0,,-679.0,,,3065.0,4757.0,2591.0,,7348.0
MWG,Q42021,,,2050.0,,798.0,47.0,1.0,-279.0,188.0,,,,,2804.0,-755.0,-7649.0,4429.0,-92.0,,-132.0,-716.0,,,-2112.0,,-1314.0,,-5114.0,2745.0,-16.0,,157.0,,,2.0,,-3541.0,,,-1.0,19549.0,-12967.0,,-2.0,,,6580.0,928.0,3215.0,-1.0,4142.0
MWG,Q42022,,,933.0,,955.0,-50.0,1.0,-103.0,361.0,,,,,2097.0,691.0,3035.0,1016.0,5.0,,-458.0,-401.0,,,5985.0,,-1673.0,1.0,-5711.0,5459.0,,,172.0,,,,,-1751.0,,,-2.0,12115.0,-18351.0,,,,,-6238.0,-2004.0,7065.0,-1.0,5061.0
MWG,Q42023,,,219.0,,673.0,-21.0,86.0,-274.0,329.0,,,,,1011.0,259.0,1191.0,-667.0,-43.0,,-476.0,-109.0,,,1167.0,,84.0,18.0,-8000.0,7486.0,-106.0,,264.0,,,,-1.0,-253.0,,,-2.0,23386.0,-21284.0,,,,,2100.0,3014.0,2352.0,,5366.0
MWG,Q42024,,,1035.0,,806.0,67.0,-141.0,-627.0,323.0,,,,,1464.0,101.0,-454.0,-388.0,-6.0,,-307.0,-280.0,,,128.0,,-63.0,7.0,-13878.0,6116.0,,-1777.0,2378.0,,,,-2.0,-7218.0,,,-4.0,20459.0,-17421.0,,,,,3034.0,-4055.0,9752.0,,5697.0
