stock_code,time,,Lưu chuyển tiền từ hoạt động kinh doanh,1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,2. Chi phí lãi và các chi phí tương tự đã trả,3. Thu nhập từ hoạt động dịch vụ nhận được,"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",5. Thu nhập khác,"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",8. Tiền thuế thu nhập thực nộp trong kỳ,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Những thay đổi về tài sản hoạt động,"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,12. (Tăng)/Giảm các khoản cho vay khách hàng,13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,14. (Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về công nợ hoạt động,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,21. Tăng/(Giảm) khác về công nợ hoạt động,22. Chi từ các quỹ của TCTD,I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động đầu tư,1. Mua sắm tài sản cố định,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ","3. Tiền chi từ thanh lý, nhượng bán TSCĐ",4. Mua sắm bất động sản đầu tư,"5. Tiền thu từ bán, thanh lý bất động sản đầu tư","6. Tiền chi ra do bán, thanh lý bất động sản đầu tư","7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)","8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)","9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",II- Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động tài chính,1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",5. Tiền chi ra mua cổ phiếu quỹ,6. Tiền thu được do bán cổ phiếu quỹ,III- Lưu chuyển tiền thuần từ hoạt động tài chính,IV- Lưu chuyển tiền thuần trong kỳ,V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,1. Lợi nhuận trước thuế,Điều chỉnh cho các khoản:,"2. Khấu hao TSCĐ, bất động sản đầu tư","3. Dự phòng rủi ro tín dụng, giảm giá, đầu tư tăng thêm/(hoàn nhập) trong kỳ",4. Lãi và phí phải thu trong kỳ (thực tế chưa thu),5. Lãi và phí phải trả trong kỳ (thực tế chưa trả),6. (Lãi)/lỗ do thanh lý TSCĐ,"7. (Lãi)/lỗ do bán, thanh lý bất động sản đầu tư","8. (Lãi)/Lỗ do thanh lý những khoản đầu tư, góp vốn dài hạn vào đơn vị khác, cổ tức nhận được, lợi nhuận được chia từ hợp đồng đầu tư, góp vốn dài hạn",9. Chênh lệch tỷ giá hối đoái chưa thực hiện,10. Các điều chỉnh khác,Những thay đổi về tài sản và công nợ hoạt động,"11. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác",12. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,13. (Tăng)/Giảm các công cụ tài chính phái sinh và các tài sản tài chính khác,14. (Tăng)/Giảm các khoản cho vay khách hàng,"15. (Tăng)/Giảm lãi, phí phải thu",16. (Giảm)/Tăng nguồn dự phòng để bù đắp tổn thất các khoản,17. (Tăng)/Giảm khác về tài sản hoạt động,18. Tăng/Giảm các khoản nợ chính phủ và NHNN,19. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,20. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả kho bạc Nhà nước),21. Tăng/(Giảm) các công cụ TC phái sinh và các khoản nợ tài chính khác,"22. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD phải chịu rủi ro",23. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"24. Tăng/(Giảm) lãi, phí phải trả",25. Tăng/(Giảm) khác về công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thuế thu nhập,26. Thuế TNDN đã nộp,27. Chi từ các quỹ của TCTD,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,1. Mua sắm TSCĐ,"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (Chi đầu tư mua công ty con, góp vốn liên doanh, liên kết, và các khoản đầu tư dài hạn khác)","8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác)",II. Lưu chuyển tiền từ hoạt động đầu tư,1. Tăng vốn cổ phần từ góp vốn và/ hoặc phát hành cổ phiếu,2. Tiền thu từ phát hành giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,3. Tiền chi thanh toán giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,III. Lưu chuyển tiền từ hoạt động tài chính,IV. Lưu chuyển tiền thuần trong kỳ,V. Tiến và các khoản tương đương tiền tại thời điểm đầu kỳ,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá
STB,Q22020,,,8690.0,-4945.0,700.0,143.0,62.0,11.0,-1723.0,-16.0,2920.0,,-153.0,-1391.0,-34.0,-4329.0,-28.0,-932.0,,-25.0,123.0,20527.0,5.0,-4.0,-91.0,1177.0,,17765.0,,-233.0,,,,,,,,,-134.0,,,,,,,,,17630.0,,-38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q22021,,,9977.0,-4535.0,939.0,190.0,136.0,194.0,-1786.0,-205.0,4909.0,,153.0,-2531.0,18.0,-4153.0,,2063.0,,-18.0,-75.0,2807.0,840.0,-5.0,,1638.0,-21.0,5625.0,,-224.0,,,,,,,,,-164.0,,,,,,,,,5461.0,,-33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q22022,,,11382.0,-4424.0,1741.0,255.0,83.0,14.0,-2089.0,-598.0,6366.0,,-86.0,140.0,,-1521.0,-137.0,959.0,,4.0,-3401.0,-1374.0,1485.0,-64.0,-65.0,939.0,-6.0,3239.0,,-251.0,,,,,,,,,1532.0,,,,-8.0,,,,-8.0,4764.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q22023,,,14546.0,-7111.0,654.0,276.0,40.0,25.0,-2198.0,-131.0,6101.0,,35.0,-6573.0,-44.0,-11953.0,-75.0,-1295.0,,-5.0,-5556.0,22794.0,3212.0,-42.0,,1722.0,,8322.0,,-304.0,,,,,,,,,-303.0,,,,-3.0,,,,-3.0,8017.0,,-149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q22024,,,12447.0,-7855.0,681.0,262.0,10.0,25.0,-2450.0,-533.0,2586.0,,36.0,-9578.0,-230.0,-16233.0,,14424.0,,2816.0,11190.0,15826.0,-5140.0,-37.0,11038.0,-12399.0,-165.0,14133.0,,-222.0,,,,,,,,,-221.0,,,,36.0,,,,36.0,13949.0,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,,,,,,171.0,,,,,,,,,,,,,10295.0,1006.0,,32.0,72.0,,,,,-648.0,,,,-1525.0,-6077.0,-18.0,-9791.0,-235.0,,-1043.0,-107.0,1033.0,17278.0,,100.0,1042.0,227.0,1254.0,2601.0,-122.0,-61.0,2417.0,-169.0,-1345.0,636.0,-707.0,3163.0,,,3163.0,4873.0,5422.0,
STB,Q32008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,3.0,,,,,,-19.0,,,,,,,,,,,,,-12816.0,-412.0,,-17.0,-132.0,514.0,-300.0,1.0,,64.0,,,,-2097.0,1476.0,21.0,7174.0,-462.0,,802.0,604.0,-662.0,-8366.0,,-52.0,-2084.0,245.0,-937.0,-4620.0,85.0,165.0,-4369.0,251.0,69.0,-61.0,240.0,,,,,-4129.0,-8688.0,
STB,Q32009,,,-2900.0,2152.0,-389.0,-140.0,-7.0,,640.0,124.0,-522.0,,1658.0,368.0,-7.0,14257.0,,255.0,,6.0,3039.0,-10917.0,-6139.0,,-65.0,-422.0,135.0,1649.0,,656.0,,,,,,637.0,-661.0,,613.0,,,,,,,,,2262.0,-18050.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32010,,,3002.0,-2252.0,1.0,-32.0,17.0,,-472.0,-243.0,23.0,,-5655.0,-840.0,15.0,-4559.0,,-430.0,,-349.0,4976.0,5932.0,1293.0,-14.0,106.0,245.0,-9.0,732.0,,202.0,,,,,,-50.0,-206.0,,-61.0,,1814.0,,,,,,1814.0,2485.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32011,,,3980.0,-2943.0,258.0,49.0,,,-902.0,-277.0,166.0,,-2683.0,-3368.0,6.0,-501.0,,-3074.0,,3884.0,-776.0,-1267.0,5145.0,2280.0,16.0,691.0,1.0,520.0,,-446.0,,,,,,1447.0,-1446.0,,-236.0,,,,,,,,-1335.0,-1051.0,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32012,,,4152.0,-2527.0,294.0,45.0,10.0,,-1025.0,-217.0,733.0,,-5190.0,2033.0,-52.0,-6803.0,,-70.0,,,-1170.0,9792.0,-10775.0,-119.0,,4677.0,-17.0,-6962.0,,-239.0,,,,,,,,,-236.0,,,,,,,,,-7197.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32013,,,3512.0,-2457.0,322.0,54.0,104.0,,-942.0,-147.0,446.0,,2066.0,452.0,,-272.0,378.0,184.0,,,-162.0,3527.0,-1700.0,-37.0,2.0,-5104.0,-3.0,-224.0,,-101.0,,,,,,,,,-90.0,,322.0,,,,,,320.0,6.0,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32014,,,3237.0,-2043.0,248.0,81.0,20.0,-3.0,-1016.0,-181.0,343.0,,1008.0,2724.0,-10.0,-4608.0,,-51.0,,,216.0,7765.0,,-993.0,-5.0,195.0,9.0,6595.0,,-96.0,,,,,,,,,-73.0,,,,,,,,,6521.0,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32015,,,3100.0,-2071.0,219.0,10.0,8.0,1.0,-531.0,-162.0,574.0,,404.0,-2308.0,20.0,-6023.0,-1.0,-1296.0,,,-2421.0,3983.0,,-110.0,25.0,1549.0,,-5603.0,,-133.0,,,,,,,,,-140.0,,,,,,,,,-5743.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32016,,,4119.0,-3424.0,320.0,290.0,23.0,3.0,-301.0,-23.0,1007.0,,56.0,-1012.0,,-8125.0,,-734.0,,,2137.0,5433.0,,-4.0,14.0,106.0,-11.0,-1134.0,,-91.0,,,,,,,,,-40.0,,,,,,,,,-1174.0,,-221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32017,,,5678.0,-3921.0,463.0,122.0,74.0,-11.0,-1519.0,-28.0,859.0,,332.0,642.0,15.0,-9544.0,-1.0,823.0,,221.0,9442.0,-4807.0,2974.0,-1313.0,,316.0,-8.0,-51.0,,-169.0,,,,,,,470.0,,327.0,,,,,,,,,276.0,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32018,,,6805.0,-4560.0,629.0,158.0,13.0,6.0,-1567.0,-114.0,1370.0,,-124.0,213.0,-6.0,-6671.0,,247.0,,1.0,460.0,1359.0,-65.0,-2.0,-10.0,430.0,-6.0,-2804.0,,-217.0,,,,,,,,,-75.0,,,,,,,,,-2879.0,,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32019,,,9177.0,-5670.0,750.0,222.0,9.0,69.0,-1821.0,-130.0,2606.0,,-186.0,1528.0,-11.0,-11047.0,,73.0,,4.0,-22.0,11127.0,-46.0,-2.0,,-1146.0,-8.0,2870.0,,-187.0,,,,,,,,,-114.0,,,,,,,,,2757.0,,-41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32020,,,8961.0,-5545.0,1251.0,158.0,304.0,29.0,-1834.0,-204.0,3119.0,,-139.0,-3393.0,23.0,-9479.0,-21.0,-401.0,,-24.0,-562.0,2718.0,-10.0,,9.0,34.0,-6.0,-8133.0,,-230.0,,,,,,,8.0,,-152.0,,,,,,,,,-8285.0,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32021,,,8679.0,-5219.0,592.0,256.0,-89.0,7.0,-1725.0,-35.0,2465.0,,-167.0,870.0,-45.0,4688.0,-38.0,-637.0,,-18.0,-1645.0,-15104.0,3036.0,66.0,,883.0,-6.0,-5651.0,,-42.0,,,,,,,139.0,,399.0,,,,,,,,2435.0,-2816.0,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32022,,,10382.0,-4198.0,1032.0,294.0,-6.0,39.0,-2270.0,-26.0,5248.0,,145.0,-5489.0,-68.0,-6174.0,-1685.0,-987.0,,-11.0,3632.0,1473.0,4019.0,30.0,-26.0,535.0,-7.0,634.0,,-316.0,,,,,,,,,-314.0,,,,589.0,,,,589.0,910.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32023,,,13596.0,-6638.0,720.0,297.0,12.0,14.0,-2479.0,-451.0,5072.0,,26.0,-645.0,121.0,-11607.0,-34.0,-8125.0,,-1.0,11743.0,6250.0,-1961.0,121.0,213.0,8620.0,-8.0,9785.0,,457.0,,,,,,,,,473.0,,,,-6.0,,,,-6.0,10251.0,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q32024,,,12437.0,-6298.0,756.0,184.0,-32.0,20.0,-2633.0,-507.0,3928.0,,-15.0,3457.0,103.0,-8857.0,-1096.0,-21707.0,,-2786.0,-18881.0,17540.0,8431.0,31.0,-11130.0,21556.0,-407.0,-9835.0,,-212.0,,,,,,,,,-207.0,,,1174.0,-1623.0,,,,-449.0,-10490.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,-74.0,,,,,,104.0,,,,,,-85.0,,,,,,,2326.0,611.0,,35.0,42.0,-210.0,169.0,-7.0,,-240.0,,,,-288.0,-716.0,,-5970.0,93.0,,-139.0,-63.0,313.0,7044.0,,211.0,1573.0,-59.0,128.0,2528.0,-122.0,-33.0,2373.0,-428.0,-500.0,229.0,-588.0,,625.0,,541.0,2326.0,,
STB,Q42007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,-19.0,,,,,,,,,,,,,-1607.0,576.0,,16.0,63.0,-450.0,420.0,1.0,,256.0,,,,-1288.0,-4900.0,14.0,-11199.0,247.0,,670.0,750.0,2652.0,9442.0,,529.0,1626.0,-331.0,-670.0,-1575.0,-12.0,-20.0,-1607.0,-236.0,533.0,-326.0,-49.0,,,,,-1656.0,49.0,
STB,Q42008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,142.0,,,,,,,,-352.0,,,,,18050.0,1110.0,,83.0,352.0,-469.0,508.0,-95.0,,-234.0,,,,2502.0,3810.0,-2.0,369.0,453.0,,-497.0,-698.0,-26.0,1897.0,,11.0,2462.0,-225.0,-422.0,10887.0,-209.0,-194.0,10485.0,-1204.0,-16.0,152.0,-770.0,,,,-352.0,9362.0,8688.0,
STB,Q42009,,,6744.0,-4774.0,1036.0,336.0,16.0,,-1396.0,-349.0,1613.0,,-2287.0,-1441.0,-603.0,-24651.0,,-435.0,,3562.0,-1749.0,14387.0,14718.0,961.0,,340.0,-192.0,4224.0,,-1430.0,,,,,,-681.0,2029.0,,12.0,,817.0,,,,,,1333.0,5570.0,18050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42010,,,3213.0,-2091.0,573.0,-1185.0,1.0,,-531.0,-145.0,-165.0,,-2896.0,-7717.0,-7.0,-3723.0,,433.0,,2350.0,5051.0,-2603.0,8615.0,389.0,6023.0,-2596.0,-16.0,3138.0,,-945.0,,,,,,5.0,-23.0,,283.0,,-45.0,310.0,,,,,265.0,3686.0,,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42011,,,4484.0,-3002.0,200.0,129.0,27.0,,-666.0,-173.0,999.0,,894.0,-1748.0,-3.0,-5717.0,,1096.0,,-1623.0,-7129.0,1916.0,-9269.0,-240.0,-16.0,16721.0,-31.0,-4149.0,,-708.0,,,,,,-150.0,1610.0,,1088.0,,1560.0,,,,,,107.0,-2953.0,,-3205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42012,,,3529.0,-2351.0,-25.0,-41.0,-39.0,,-1224.0,-112.0,-264.0,,4628.0,-3096.0,-106.0,-9839.0,,748.0,,,-2438.0,10085.0,-1718.0,-130.0,,-82.0,-11.0,-2223.0,,-194.0,,,,,,,12.0,,-172.0,,,,,,,,,-2395.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42013,,,3520.0,-2442.0,195.0,16.0,-13.0,,-964.0,-209.0,103.0,,-646.0,-293.0,-44.0,-1936.0,-405.0,158.0,,,160.0,3507.0,50.0,-53.0,-6.0,-294.0,-2.0,298.0,,-118.0,,,,,,,4.0,,-107.0,,,,,,,,-877.0,-686.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42014,,,3488.0,-2052.0,289.0,36.0,7.0,6.0,-1128.0,-175.0,471.0,,333.0,-1615.0,-2.0,-7494.0,-7.0,-425.0,,,-2509.0,7016.0,,-1408.0,,-348.0,-9.0,-5997.0,,-173.0,,,,,,,,,-169.0,,,,,,,,,-6166.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42015,,,4201.0,-3064.0,405.0,8.0,11.0,124.0,-1449.0,-123.0,112.0,,,-1782.0,-12.0,-3197.0,-33.0,-364.0,,-1050.0,-745.0,-353.0,,-99.0,10.0,-1177.0,-273.0,-8964.0,,-205.0,,,,,,,,,-193.0,,,,,,,,,-9157.0,2305.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42016,,,4816.0,-3542.0,458.0,-277.0,9.0,29.0,-2461.0,6.0,-962.0,,-112.0,240.0,-15.0,-13780.0,-37.0,520.0,,3775.0,2541.0,6251.0,,25.0,-17.0,-108.0,-13.0,-1694.0,,-149.0,,,,,,,,,-17.0,,,,,,,,,-1712.0,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42017,,,5911.0,-4108.0,1273.0,37.0,132.0,49.0,-1775.0,-7.0,1513.0,,-444.0,2034.0,-10.0,-7534.0,,-1215.0,,-221.0,-3563.0,6753.0,-115.0,1218.0,,-318.0,-14.0,-1918.0,,-236.0,,,,,,,-88.0,,-206.0,,,,,,,,,-2124.0,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42018,,,7842.0,-4530.0,590.0,91.0,475.0,148.0,-1916.0,-146.0,2553.0,,-37.0,4131.0,-16.0,-5623.0,-1.0,-2727.0,,5046.0,2897.0,-7831.0,-55.0,-1.0,,1179.0,-3.0,-485.0,,-326.0,,,,,,,1.0,,-312.0,,,,,,,,,-797.0,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42019,,,8546.0,-5109.0,768.0,210.0,230.0,93.0,-2812.0,-210.0,1718.0,,7.0,-4280.0,-10.0,-5492.0,-42.0,1534.0,,-11.0,-1375.0,1474.0,-22.0,-1.0,,754.0,-1.0,-5747.0,,-287.0,,,,,,,45.0,,-157.0,,,,,,,,,-5905.0,,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42020,,,9156.0,-5774.0,931.0,260.0,455.0,66.0,-2323.0,-258.0,2513.0,,-141.0,6349.0,-8.0,-20066.0,-370.0,662.0,,-20.0,4478.0,-982.0,1664.0,71.0,,1489.0,-2.0,-4362.0,,-383.0,,,,,,,,,-339.0,,,,,,,,,-4702.0,,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42021,,,10023.0,-4229.0,1881.0,291.0,-161.0,20.0,-2419.0,-671.0,4734.0,,196.0,2512.0,30.0,-31527.0,-219.0,-5113.0,,433.0,8218.0,8547.0,2026.0,-27.0,128.0,4681.0,-1.0,-5381.0,,-236.0,,,,,,,37.0,,-232.0,,,2495.0,-160.0,,,,2335.0,-3277.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42022,,,11513.0,-5232.0,737.0,256.0,16.0,13.0,-2711.0,-788.0,3805.0,,236.0,1405.0,-150.0,-17733.0,-7.0,-9692.0,,9850.0,11186.0,-3150.0,-709.0,14.0,108.0,9142.0,-1.0,4306.0,,-459.0,,,,,,,,,589.0,,,475.0,-620.0,,,,-146.0,4750.0,,-27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42023,,,13913.0,-9863.0,587.0,158.0,169.0,32.0,-2929.0,-150.0,1916.0,,80.0,-161.0,-110.0,-10637.0,-1727.0,-11617.0,,-8.0,7439.0,2911.0,-1111.0,-27.0,2996.0,9399.0,-1.0,-657.0,,-1150.0,,,,,,,,,-1146.0,,,,-3.0,,,,-3.0,-1806.0,,-235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Q42024,,,13298.0,-5983.0,964.0,303.0,-179.0,37.0,-3218.0,-554.0,4668.0,,-7408.0,-2652.0,90.0,-13845.0,-947.0,1050.0,,6.0,38937.0,158.0,790.0,86.0,,158.0,-2.0,21087.0,,-385.0,,,,,,,,,-383.0,,,636.0,621.0,,,,1257.0,21961.0,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
