stock_code,time,,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lợi nhuận trước thuế,2. Điều chỉnh cho các khoản,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,"Lãi, lỗ từ thanh lý TSCĐ",Thu nhập lãi vay và cổ tức,Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản khác,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước","Tăng, giảm chứng khoán kinh doanh",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,II. Lưu chuyển tiền từ hoạt động đầu tư,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,10. Tiền thu khác từ hoạt động đầu tư,11. Tiền chi khác cho hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,5. Tiền trả nợ gốc thuê tài chính,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",7. Tiền thu khác từ hoạt động tài chính,8. Tiền chi khác cho hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Tiền và tương đương tiền cuối kỳ
SAB,Q32018,,,1276.0,,159.0,14.0,,-442.0,9.0,,,,160.0,1176.0,25.0,-111.0,-32.0,50.0,,-9.0,-270.0,,-29.0,800.0,,-67.0,,-2468.0,1555.0,,,206.0,,,,,-775.0,,,,799.0,-653.0,,-127.0,,,18.0,44.0,4184.0,,4228.0
SAB,Q32019,,,1801.0,,159.0,-20.0,,-498.0,6.0,,,,167.0,1616.0,32.0,-242.0,23.0,62.0,-20.0,-911.0,638.0,,-6.0,1193.0,,-35.0,2.0,-3811.0,1652.0,-82.0,,223.0,,,,,-2051.0,,,,736.0,-573.0,,-1021.0,,,-859.0,-1717.0,5304.0,,3587.0
SAB,Q32020,,,1822.0,,148.0,-27.0,6.0,-412.0,13.0,,,,98.0,1649.0,209.0,-129.0,112.0,22.0,,-14.0,-199.0,,-144.0,1505.0,,-161.0,,-5224.0,2069.0,,,167.0,,,,,-3149.0,,,,1014.0,-943.0,,-119.0,,,-48.0,-1692.0,4865.0,,3173.0
SAB,Q32021,,,599.0,,139.0,23.0,-13.0,-213.0,11.0,,,,,546.0,-106.0,244.0,-336.0,78.0,,-9.0,-264.0,,-26.0,128.0,,-94.0,,-4202.0,4136.0,,,264.0,,,,,103.0,,,,572.0,-634.0,-1046.0,1020.0,,,-88.0,143.0,3150.0,,3293.0
SAB,Q32022,,,1717.0,,142.0,3.0,-5.0,-391.0,11.0,,,,,1476.0,33.0,-69.0,1208.0,19.0,,-13.0,-159.0,,-5.0,2490.0,,-135.0,2.0,-6816.0,4395.0,,,230.0,,,,,-2325.0,,,,723.0,-733.0,,-51.0,,,-61.0,104.0,2740.0,,2843.0
SAB,Q32023,,,1345.0,,140.0,-1.0,,-446.0,11.0,,,,,1048.0,24.0,274.0,-86.0,-11.0,,-19.0,-239.0,,-2.0,988.0,,-76.0,,-5440.0,4081.0,,,327.0,,,,,-1108.0,,,,1039.0,-1258.0,,-1012.0,,,-1230.0,-1350.0,3742.0,,2392.0
SAB,Q32024,,,1471.0,,137.0,6.0,,-301.0,6.0,,,,,1318.0,91.0,583.0,-313.0,37.0,,-6.0,-110.0,,-3.0,1597.0,,-50.0,2.0,-8295.0,8638.0,,,431.0,,,,,726.0,,,,463.0,-794.0,,-2598.0,,,-2929.0,-606.0,6034.0,,5428.0
SAB,Q42015,,,4470.0,,635.0,23.0,,-820.0,77.0,,,,,4385.0,-105.0,-85.0,-775.0,274.0,,-80.0,-1212.0,,-244.0,2158.0,,-309.0,4.0,-474.0,569.0,-118.0,65.0,645.0,,,,,383.0,,,7.0,2905.0,-2593.0,,-1679.0,,,-1359.0,1181.0,7678.0,,7936.0
SAB,Q42016,,,1197.0,,159.0,-1.0,,-289.0,17.0,,,,,1083.0,1075.0,-129.0,-2974.0,-196.0,,-23.0,-257.0,-82.0,-274.0,-1777.0,,-131.0,40.0,2837.0,-1042.0,-25.0,565.0,159.0,-2225.0,,,,177.0,,6.0,,1146.0,-1090.0,,-1832.0,,,-1769.0,-3369.0,6814.0,,3445.0
SAB,Q42017,,,1553.0,,162.0,114.0,,-297.0,9.0,,,,,1542.0,-65.0,232.0,596.0,-142.0,,-10.0,-99.0,,-56.0,1998.0,,-41.0,1.0,5180.0,690.0,-20.0,23.0,93.0,-7278.0,,,,-1353.0,,67.0,-67.0,898.0,-1022.0,,-808.0,,,-932.0,-286.0,4555.0,,4269.0
SAB,Q42018,,,1136.0,,161.0,265.0,,-260.0,8.0,,,,30.0,1340.0,-71.0,294.0,683.0,74.0,,-9.0,-253.0,,-32.0,2026.0,,-90.0,1.0,-3680.0,4003.0,,28.0,292.0,,,,,554.0,,,,771.0,-867.0,,-2245.0,,,-2341.0,239.0,4228.0,,4467.0
SAB,Q42019,,,1429.0,,169.0,383.0,1.0,-376.0,18.0,,,,,1625.0,-26.0,-138.0,476.0,2.0,20.0,888.0,-1399.0,,-9.0,1438.0,,-182.0,1.0,-5274.0,4055.0,82.0,,345.0,,,82.0,,-892.0,,,,962.0,-972.0,,-7.0,,,-17.0,529.0,3587.0,,4116.0
SAB,Q42020,,,1872.0,,150.0,-10.0,5.0,-325.0,16.0,,,,,1708.0,23.0,289.0,-488.0,-89.0,,-22.0,-368.0,,-3.0,1049.0,,-44.0,1.0,-4883.0,4626.0,,,312.0,,,,,12.0,,,,852.0,-1022.0,-13.0,-1325.0,,,-1508.0,-447.0,3173.0,,2726.0
SAB,Q42021,,,1723.0,,137.0,-12.0,-5.0,-351.0,11.0,,,,,1503.0,187.0,-278.0,647.0,33.0,,-11.0,-232.0,,-1.0,1849.0,,-69.0,1.0,-6844.0,5203.0,,35.0,281.0,,,,,-1394.0,,,,713.0,-804.0,1046.0,-1096.0,,,-142.0,313.0,3293.0,,3606.0
SAB,Q42022,,,1360.0,,140.0,3.0,13.0,-388.0,14.0,,,,,1142.0,-185.0,-217.0,-498.0,-28.0,,-19.0,-548.0,,-2.0,-356.0,,-111.0,,-5987.0,7204.0,,,322.0,,,,,1428.0,,,,805.0,-606.0,,-46.0,,,153.0,1226.0,2843.0,,4069.0
SAB,Q42023,,,1249.0,,150.0,7.0,5.0,-373.0,8.0,,,,,1046.0,-183.0,-166.0,-324.0,37.0,,-1.0,-411.0,,-3.0,-6.0,,-50.0,2.0,-3653.0,5880.0,,,463.0,,,,,2642.0,,,,1328.0,-1275.0,,-42.0,,,12.0,2648.0,2392.0,,5040.0
SAB,Q42024,,,1239.0,,137.0,-3.0,,-395.0,5.0,,,,,984.0,-151.0,-206.0,313.0,59.0,,-5.0,-460.0,,-3.0,530.0,,-59.0,,-4743.0,3827.0,-837.0,,265.0,,,,,-1546.0,,,,473.0,-353.0,,-55.0,,,65.0,-951.0,5428.0,,4478.0
