stock_code,time,,I. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lợi nhuận trước thuế,2. Điều chỉnh cho các khoản,Khấu hao TSCĐ và BĐSĐT,Các khoản dự phòng,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ từ hoạt động đầu tư",Chi phí lãi vay,"Lãi, lỗ từ thanh lý TSCĐ",Thu nhập lãi vay và cổ tức,Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản khác,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"Tăng, giảm các khoản phải thu","Tăng, giảm hàng tồn kho","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","Tăng, giảm chi phí trả trước","Tăng, giảm chứng khoán kinh doanh",Tiền lãi vay đã trả,Thuế thu nhập doanh nghiệp đã nộp,Tiền thu khác từ hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,II. Lưu chuyển tiền từ hoạt động đầu tư,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",5. Tiền chi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,10. Tiền thu khác từ hoạt động đầu tư,11. Tiền chi khác cho hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,III. Lưu chuyển tiền từ hoạt động tài chính,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",3. Tiền thu từ đi vay,4. Tiền trả nợ gốc vay,5. Tiền trả nợ gốc thuê tài chính,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",7. Tiền thu khác từ hoạt động tài chính,8. Tiền chi khác cho hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền đầu kỳ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Tiền và tương đương tiền cuối kỳ
PLX,Q32022,,,313.0,,493.0,-954.0,35.0,-374.0,154.0,,,,1159.0,826.0,3341.0,7743.0,-7713.0,30.0,,-161.0,-104.0,32.0,-125.0,3870.0,,-92.0,2.0,-1809.0,3942.0,,,281.0,,,,,2324.0,,,,20688.0,-24598.0,,,,,-3910.0,2284.0,5248.0,21.0,7553.0
PLX,Q32023,,,1180.0,,487.0,881.0,3.0,-1099.0,226.0,,,,-112.0,1567.0,829.0,-4777.0,3014.0,130.0,,-250.0,-81.0,167.0,-267.0,332.0,,-108.0,4.0,-8299.0,2283.0,,1.0,213.0,,,,,-5907.0,,,,18834.0,-19814.0,,184.0,,,-797.0,-6372.0,16148.0,-38.0,9739.0
PLX,Q32024,,,241.0,,452.0,101.0,5.0,-290.0,175.0,,,,,684.0,946.0,1757.0,-885.0,5.0,,-142.0,-116.0,1.0,-119.0,2132.0,,-258.0,,-5916.0,4429.0,,,97.0,,,,,-1648.0,,,,18740.0,-22588.0,,146.0,,,-3702.0,-3218.0,15557.0,-46.0,12294.0
PLX,Q42013,,,442.0,,391.0,-309.0,11.0,-450.0,323.0,,,,,407.0,-946.0,3454.0,-1542.0,62.0,,-149.0,-125.0,5.0,-191.0,975.0,,-861.0,-13.0,-333.0,118.0,-79.0,114.0,515.0,,,,,-540.0,,,,17068.0,-19534.0,-1.0,,,,-2467.0,-2032.0,8185.0,-1.0,6152.0
PLX,Q42014,,,-1096.0,,454.0,-131.0,50.0,-433.0,162.0,,,,,-994.0,2526.0,11040.0,1074.0,-170.0,,-295.0,-87.0,200.0,-336.0,12957.0,,-831.0,203.0,-22.0,-336.0,-271.0,352.0,305.0,,,,,-601.0,,,,19296.0,-28256.0,-4.0,-96.0,,,-9060.0,3296.0,6499.0,-1.0,9794.0
PLX,Q42015,,,1112.0,,457.0,268.0,-197.0,-252.0,162.0,,,,,1550.0,875.0,32.0,-559.0,-47.0,48.0,-190.0,-164.0,190.0,-87.0,1648.0,,-782.0,9.0,-652.0,463.0,2.0,-32.0,20.0,,,,,-973.0,,,,23121.0,-23851.0,,49.0,,,-681.0,-5.0,11456.0,-21.0,11289.0
PLX,Q42016,,,2236.0,,583.0,307.0,101.0,-332.0,110.0,,-552.0,,665.0,3119.0,-661.0,475.0,766.0,75.0,-18.0,-113.0,-472.0,-345.0,347.0,3174.0,,-1026.0,-21.0,1261.0,-1413.0,-10.0,136.0,367.0,,,,,-707.0,,21.0,,13495.0,-14607.0,,-2.0,,,-1093.0,1375.0,10002.0,-23.0,11354.0
PLX,Q42017,,,1239.0,,713.0,107.0,-2.0,-278.0,187.0,,,,-94.0,1873.0,2034.0,-2548.0,-4795.0,65.0,74.0,-165.0,-234.0,-950.0,488.0,-4159.0,,-1231.0,36.0,2253.0,-713.0,20.0,-12.0,-144.0,,,,,209.0,,,,18147.0,-13456.0,,-120.0,1009.0,,5581.0,1631.0,12642.0,-50.0,14223.0
PLX,Q42018,,,1075.0,,544.0,579.0,-60.0,-359.0,225.0,,,,141.0,2145.0,683.0,2257.0,-2320.0,-84.0,-4.0,-263.0,-350.0,1.0,-80.0,1986.0,,-659.0,12.0,-903.0,2094.0,,81.0,200.0,,,,,825.0,,,,35302.0,-37574.0,,-212.0,,,-2484.0,327.0,9904.0,-10.0,10221.0
PLX,Q42019,,,1281.0,,553.0,-259.0,30.0,-416.0,194.0,,,,308.0,1691.0,-653.0,-1688.0,-2075.0,53.0,,-183.0,-225.0,-10.0,-147.0,-3236.0,,-780.0,-17.0,-4498.0,6223.0,228.0,1150.0,-491.0,,,,,1814.0,,18.0,,21014.0,-16212.0,,-331.0,,,4489.0,3067.0,8203.0,6.0,11275.0
PLX,Q42020,,,1217.0,,587.0,-42.0,1.0,-434.0,143.0,,-2753.0,,2220.0,939.0,-141.0,-788.0,3207.0,219.0,,-151.0,-86.0,-1.0,-245.0,2953.0,,-769.0,4.0,-6575.0,6455.0,4.0,,733.0,,,,,-147.0,,,,12605.0,-13865.0,,-342.0,,,-1603.0,1203.0,9388.0,21.0,10612.0
PLX,Q42021,,,837.0,,636.0,-21.0,39.0,-467.0,144.0,,,,7.0,1175.0,791.0,-1431.0,4617.0,143.0,1.0,-170.0,-99.0,-5.0,-135.0,4889.0,,-845.0,372.0,-8323.0,6313.0,48.0,6.0,515.0,,,,,-1914.0,,156.0,,16345.0,-18051.0,,-1620.0,,,-3169.0,-194.0,6369.0,18.0,6192.0
PLX,Q42022,,,1656.0,,579.0,-359.0,-126.0,-612.0,165.0,,,,964.0,2267.0,-1991.0,-2177.0,3588.0,196.0,,-153.0,-66.0,-32.0,-232.0,1400.0,,-1148.0,231.0,-2580.0,6961.0,,11.0,692.0,,,,,4167.0,,,,22894.0,-22826.0,,-1587.0,,,-1519.0,4047.0,7553.0,6.0,11606.0
PLX,Q42023,,,865.0,,598.0,-918.0,-35.0,-480.0,209.0,,,,-37.0,203.0,1247.0,5773.0,-5460.0,-232.0,,-162.0,-76.0,-164.0,-30.0,1099.0,,-991.0,15.0,-11044.0,10506.0,,2572.0,581.0,,,,,1639.0,,,,17694.0,-15029.0,,-1100.0,,,1566.0,4305.0,9739.0,5.0,14048.0
PLX,Q42024,,,760.0,,538.0,69.0,3.0,-354.0,61.0,,,,,1077.0,1373.0,-2160.0,1148.0,-266.0,,-61.0,-154.0,1.0,-82.0,878.0,,-831.0,28.0,-4342.0,2519.0,,,254.0,,,,,-2372.0,,,,19956.0,-15692.0,,-1.0,,,4263.0,2769.0,12294.0,,15062.0
