Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
15/07/2022,23(-1.29 %),"-111,100",-2.56,"1,353,100",31.12,"1,464,200",33.68,"150,684,459",22.01%
14/07/2022,23.3(0.87 %),"1,204,800",28.07,"1,266,300",29.5,"61,500",1.43,"150,987,359",21.99%
13/07/2022,23.05(1.99 %),"426,200",9.82,"1,392,400",32.09,"966,200",22.27,"151,790,859",21.95%
12/07/2022,22.6(2.26 %),"1,121,700",25.35,"1,584,500",35.81,"462,800",10.46,"152,793,659",21.9%
11/07/2022,22.05(-2.00 %),"771,700",17.02,"1,161,300",25.61,"389,600",8.59,"153,085,359",21.88%
08/07/2022,22.5(-0.44 %),"783,600",17.02,"1,720,300",25.61,"936,700",8.59,"152,702,759",0%
07/07/2022,22.6(0.44 %),"1,118,100",25.27,"1,647,900",37.24,"529,800",11.97,"153,486,359",21.86%
06/07/2022,22.5(-2.60 %),"-479,900",-10.8,"1,363,600",30.68,"1,843,500",41.48,"154,317,859",21.81%
05/07/2022,23.05(2.90 %),"927,700",21.38,"1,744,100",40.2,"816,400",18.82,"154,996,659",21.78%
04/07/2022,22.35(1.59 %),"2,954,000",66.38,"3,638,800",81.77,"684,800",15.39,"158,448,659",21.6%
01/07/2022,22(2.33 %),"-466,000",-10.25,"532,200",11.71,"998,200",21.96,"158,569,659",21.59%
30/06/2022,21.5(-4.87 %),"2,020,900",43.45,"2,723,600",58.56,"702,700",15.11,"158,210,559",21.61%
29/06/2022,22.6(0.00 %),"1,566,100",35.51,"2,457,400",55.79,"891,300",20.27,"160,329,759",21.5%
28/06/2022,22.55(4.88 %),"803,900",18.13,"1,408,300",31.76,"604,400",13.63,"161,863,759",21.41%
27/06/2022,21.5(1.42 %),"881,700",19.02,"1,805,100",38.85,"923,400",19.82,"163,134,359",21.35%
24/06/2022,21.2(-0.47 %),"3,028,000",64.19,"3,165,700",67.11,"137,700",2.92,"164,641,559",21.27%
23/06/2022,21.3(3.90 %),"3,915,200",83.39,"4,213,100",89.74,"297,900",6.35,"167,288,059",21.13%
22/06/2022,20.5(6.77 %),"1,827,200",37.46,"2,298,400",47.12,"471,200",9.66,"170,502,959",20.96%
21/06/2022,19.2(1.59 %),"1,013,200",19.45,"2,011,400",38.62,"998,200",19.17,"171,454,453",20.91%
20/06/2022,18.85(-7.14 %),"-441,000",-8.86,"897,400",17.68,"1,338,400",26.55,"171,977,053",20.88%
