Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
29/07/2021,29.3(1.38 %),"-368,900",-10.71,"212,700",6.22,"581,600",16.93,"299,479,497",14.11%
28/07/2021,28.9(-0.69 %),"-22,500",-0.66,"34,000",0.99,"56,500",1.64,"299,110,597",14.13%
27/07/2021,29.1(1.39 %),"7,700",0.38,"1,197,400",35.08,"1,189,700",34.69,"299,088,097",14.14%
26/07/2021,28.7(0.00 %),"-952,000",-27.25,"135,700",3.91,"1,087,700",31.15,"299,095,797",14.13%
23/07/2021,28.7(2.50 %),"-1,370,400",-40.15,"1,133,100",33.03,"2,503,500",73.17,"298,143,797",14.19%
22/07/2021,28(0.54 %),"645,800",18.07,"961,800",26.91,"316,000",8.83,"296,773,397",14.26%
21/07/2021,27.85(-0.89 %),"-1,222,300",-34.17,"694,700",19.54,"1,917,000",53.71,"297,419,197",14.22%
20/07/2021,28.1(2.18 %),"2,554,400",71.04,"3,082,900",85.62,"528,500",14.58,"296,196,897",14.29%
19/07/2021,27.5(-3.34 %),"4,613,100",126.16,"4,776,100",130.66,"163,000",4.5,"298,751,297",14.15%
16/07/2021,28.45(-1.22 %),"-661,700",-19.21,"1,489,200",42.6,"2,150,900",61.81,"303,364,397",13.91%
15/07/2021,28.8(5.11 %),"4,244,900",121.03,"4,799,900",136.51,"555,000",15.48,"302,702,697",13.94%
14/07/2021,27.4(-4.53 %),"1,515,400",42.06,"2,666,500",74.07,"1,151,100",32.01,"306,947,597",13.72%
13/07/2021,28.7(1.06 %),"-795,100",-22.67,"912,800",26.07,"1,707,900",48.73,"308,462,997",13.64%
12/07/2021,28.4(-2.41 %),"12,056,200",330.77,"12,933,800",354.92,"877,600",24.15,"307,667,897",13.68%
09/07/2021,29.1(-3.64 %),"2,100,400",62.3,"2,477,900",73.56,"377,500",11.25,"319,724,097",13.04%
08/07/2021,30.2(-2.74 %),"1,511,900",42.75,"2,066,100",59.68,"554,200",16.92,"321,824,497",12.93%
07/07/2021,31.05(2.31 %),"4,028,100",123.26,"4,096,300",125.33,"68,200",2.07,"323,336,397",12.85%
06/07/2021,30.35(-6.90 %),"-527,300",-17.47,"1,124,500",36.23,"1,651,800",53.7,"327,364,497",12.64%
05/07/2021,32.6(3.49 %),"2,879,700",90.24,"3,072,000",95.41,"192,300",5.17,"326,837,197",12.66%
02/07/2021,31.5(1.61 %),"3,307,600",104.57,"3,757,000",118.77,"449,400",14.2,"329,716,897",12.51%
