Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
31/07/2023,28.95(0.87 %),"279,000",7.95,"777,700",22.3,"498,700",14.35,"114,258,722",23.94%
28/07/2023,28.65(1.96 %),"-165,600",-4.79,"1,642,100",46.7,"1,807,700",51.49,"114,537,722",23.92%
27/07/2023,28.1(-0.71 %),"-1,775,100",-50.01,"466,600",13.13,"2,241,700",63.13,"114,372,122",23.93%
26/07/2023,28.3(-0.70 %),"-1,412,300",-39.95,"358,200",10.13,"1,770,500",50.08,"112,597,022",24.03%
25/07/2023,28.5(-0.70 %),"-742,800",-21.26,"1,146,600",32.82,"1,889,400",54.09,"111,184,722",24.1%
24/07/2023,28.7(-0.35 %),"-172,700",-4.92,"368,000",10.55,"540,700",15.47,"112,156,774",24.05%
21/07/2023,28.75(3.05 %),"133,800",3.89,"248,400",7.11,"114,600",3.22,"107,698,364",24.29%
20/07/2023,27.85(-1.59 %),"-1,889,300",-52.6,"1,143,100",31.84,"3,032,400",84.44,"107,832,164",24.28%
19/07/2023,28.25(-0.88 %),"832,200",23.65,"2,542,200",72.13,"1,710,000",48.48,"105,942,864",24.38%
18/07/2023,28.45(1.61 %),"-561,000",-15.58,"2,279,700",64.58,"2,840,700",80.16,"100,408,842",24.67%
17/07/2023,28(-3.45 %),"-1,776,900",-50.25,"2,655,900",75.22,"4,432,800",125.48,"99,847,842",24.7%
14/07/2023,29(-3.33 %),"-9,369,900",-266.18,"1,390,500",40.42,"10,760,400",306.6,"98,070,942",24.8%
13/07/2023,30(0.67 %),"646,200",19.28,"802,600",23.94,"156,400",4.66,"94,934,029",24.96%
12/07/2023,29.8(-0.67 %),"-5,535,100",-163.2,"2,820,400",83.2,"8,355,500",246.4,"95,580,229",24.93%
11/07/2023,30(0.33 %),"-921,800",-27.66,"501,300",15.13,"1,423,100",42.78,"90,045,129",25.22%
10/07/2023,29.85(0.84 %),"328,100",9.84,"691,600",20.62,"363,500",10.77,"89,123,329",25.27%
07/07/2023,29.6(1.72 %),"1,036,600",30.42,"1,202,900",35.29,"166,300",4.87,"89,451,429",25.26%
06/07/2023,29.1(-2.68 %),"-4,180,100",-122.98,"287,400",8.5,"4,467,500",131.49,"90,440,600",25.2%
05/07/2023,29.9(0.00 %),"532,100",15.96,"745,800",22.37,"213,700",6.41,"90,048,590",25.22%
04/07/2023,29.85(0.51 %),"-6,554,600",-192.93,"520,200",15.34,"7,074,800",208.27,"90,580,690",25.2%
