Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
21/03/2024,31.5(1.12 %),"2,039,600",63.85,"2,336,100",73.13,"296,500",9.28,"108,895,271",24.22%
20/03/2024,31.15(2.47 %),"3,251,700",101.41,"5,017,100",155.73,"1,765,400",54.32,"110,934,871",24.12%
19/03/2024,30.4(0.50 %),"-987,600",-29.64,"2,856,200",86.3,"3,843,800",115.93,"110,977,912",24.11%
18/03/2024,30.25(-0.82 %),"2,075,400",62.49,"4,781,100",144.07,"2,705,700",81.59,"109,889,672",24.17%
15/03/2024,30.5(0.16 %),"-3,096,600",-94.35,"911,800",27.79,"4,008,400",122.14,"115,274,371",23.89%
14/03/2024,30.45(-1.30 %),"-1,290,500",-39.6,"2,349,500",72.02,"3,640,000",111.62,"112,177,771",24.05%
13/03/2024,30.85(1.98 %),"-45,100",-1.09,"2,001,800",61.17,"2,046,900",62.27,"110,887,271",24.12%
12/03/2024,30.25(0.17 %),"1,700,200",51.62,"3,058,000",92.78,"1,357,800",41.16,"111,048,472",24.11%
11/03/2024,30.2(-1.47 %),"1,263,500",38.35,"3,104,100",94.47,"1,840,600",56.12,"113,581,957",23.98%
08/03/2024,30.65(-2.08 %),"29,500",0.82,"2,301,000",70.73,"2,271,500",69.91,"114,845,457",23.91%
07/03/2024,31.3(-0.79 %),"-770,100",-24.03,"2,340,800",73.35,"3,110,900",97.38,"114,874,957",23.91%
06/03/2024,31.55(-1.10 %),"782,200",24.83,"1,304,100",41.46,"521,900",16.62,"114,104,857",23.95%
05/03/2024,31.9(0.47 %),"3,123,900",99.28,"3,478,500",110.53,"354,600",11.26,"116,815,856",23.8%
04/03/2024,31.75(-0.63 %),"819,500",26.17,"1,435,800",45.83,"616,300",19.67,"118,010,957",23.74%
01/03/2024,31.95(1.27 %),"3,360,550",107.4,"3,610,150",115.36,"249,600",7.96,"118,830,457",23.7%
29/02/2024,31.55(0.48 %),"-5,500",0.01,"1,923,500",60.55,"1,929,000",60.54,"122,440,608",23.51%
28/02/2024,31.4(2.11 %),"1,083,200",33.8,"1,996,300",62.27,"913,100",28.47,"121,779,054",23.54%
27/02/2024,30.75(0.82 %),"-2,848,100",-87.19,"1,491,800",45.72,"4,339,900",132.91,"122,862,254",23.48%
26/02/2024,30.5(-0.49 %),"-5,702,800",-173.21,"522,200",15.82,"6,225,000",189.03,"116,473,208",23.82%
23/02/2024,30.65(-1.29 %),"470,200",14.84,"1,414,500",44.13,"944,300",29.29,"114,311,354",23.94%
