Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2024,28.25,25.68,-0.1(-0.35 %),"16,136,900",457.59,"282,000",7.99,28.3,28.5,28.25
23/01/2024,28.35,25.77,0.05(0.18 %),"21,678,300",613.88,"3,640,000",103.05,28.45,28.5,28.25
22/01/2024,28.3,25.73,0.5(1.80 %),"66,067,900","1,869.72","703,400",19.9,28,28.65,27.85
19/01/2024,27.8,25.27,0.15(0.54 %),"14,859,900",412.43,"147,000",4.19,27.75,27.9,27.6
18/01/2024,27.65,25.14,0(0.00 %),"12,639,000",350.12,"395,000",10.92,27.7,27.85,27.6
17/01/2024,27.65,25.14,-0.15(-0.54 %),"23,410,200",650.97,"186,000",5.24,27.85,27.95,27.65
16/01/2024,27.8,25.27,0.7(2.58 %),"19,767,200",542.82,"1,000,000",27.16,27.1,27.8,27.05
15/01/2024,27.1,24.64,-0.05(-0.18 %),"12,497,100",341.08,"123,050",3.24,27.2,27.45,27.1
12/01/2024,27.15,24.68,-0.35(-1.27 %),"28,626,500",779.36,"215,000",5.91,27.35,27.45,27.05
11/01/2024,27.5,25,0.15(0.55 %),"15,264,900",420.46,"75,000",2.09,27.45,27.65,27.4
10/01/2024,27.35,24.86,-0.35(-1.26 %),"32,642,500",896.75,"54,000",1.51,27.7,27.75,27.25
09/01/2024,27.7,25.18,-0.15(-0.54 %),"28,623,900",793.62,"1,217,000",33.84,27.9,27.95,27.5
08/01/2024,27.85,25.32,0.05(0.18 %),"31,243,900",876.26,"1,670,500",47.09,27.95,28.25,27.85
05/01/2024,27.8,25.27,0.05(0.18 %),"17,333,400",480.56,"54,000",1.51,27.75,27.9,27.55
04/01/2024,27.75,25.23,-0.05(-0.18 %),"38,538,700","1,075.3","1,054,000",30.05,27.8,28.1,27.7
03/01/2024,27.8,25.27,0.35(1.28 %),"18,575,400",512.13,0,0,27.4,27.8,27.4
02/01/2024,27.45,24.95,-0.5(-1.79 %),"22,187,200",614.99,0,0,28.1,28.15,27.45
29/12/2023,27.95,25.41,0(0.00 %),"20,467,100",571.96,"2,207,910",62.62,27.95,28.1,27.8
28/12/2023,27.95,25.41,0.2(0.72 %),"31,308,200",873.75,"720,000",20.06,27.75,28.2,27.65
27/12/2023,27.75,25.23,-0.05(-0.18 %),"19,852,100",553.31,"644,800",18.16,27.85,28,27.75
