Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
27/03/2024,30.6,27.82,0.05(0.16 %),"24,329,500",751.31,"1,273,400",37.48,30.9,31.1,30.6
26/03/2024,30.55,27.77,0.35(1.16 %),"11,976,300",364.08,"199,400",5.9,30.2,30.55,30.1
25/03/2024,30.2,27.45,-0.35(-1.15 %),"21,350,200",650.52,"1,530,400",44.01,30.55,30.95,30.05
22/03/2024,30.55,27.77,0.3(0.99 %),"37,384,100","1,139.79","317,200",9.9,30.35,30.7,30.2
21/03/2024,30.25,27.5,0.25(0.83 %),"19,972,600",605.3,"635,000",19.05,30.35,30.55,30.1
20/03/2024,30,27.27,0.2(0.67 %),"12,971,200",387.95,"319,500",8.92,29.85,30.1,29.75
19/03/2024,29.8,27.09,0.2(0.68 %),"26,973,500",809.02,"144,600",4.09,29.5,30.6,29.4
18/03/2024,29.6,26.91,-0.5(-1.66 %),"50,100,700","1,479.31","115,000",3.48,30.15,30.2,29
15/03/2024,30.1,27.36,-0.25(-0.82 %),"35,823,700","1,083.01",0,0,30.35,30.7,30
14/03/2024,30.35,27.59,-0.45(-1.46 %),"30,774,000",940.95,"528,900",16.43,30.9,30.9,30.25
13/03/2024,30.8,28,0.6(1.99 %),"29,367,000",897.03,0,0,30.2,30.85,30.1
12/03/2024,30.2,27.45,0.3(1.00 %),"30,135,400",905.35,"555,000",16.96,29.85,30.4,29.8
11/03/2024,29.9,27.18,-0.4(-1.32 %),"30,415,100",917.72,"535,000",15.57,30.3,30.6,29.8
08/03/2024,30.3,27.55,-0.7(-2.26 %),"47,322,200","1,446.18","2,115,000",65.92,31,31.05,30.25
07/03/2024,31,28.18,0.2(0.65 %),"32,262,200",998.17,"1,133,839",33.22,30.7,31.35,30.6
06/03/2024,30.6,27.82,-0.55(-1.77 %),"20,347,800",627.08,"3,204,000",96.12,31.1,31.15,30.55
05/03/2024,31.15,28.32,0.35(1.14 %),"29,917,200",927.56,"306,801",9.33,30.8,31.3,30.7
04/03/2024,30.8,28,-0.05(-0.16 %),"28,579,500",886.73,"389,576",11.57,31,31.4,30.7
01/03/2024,30.85,28.05,-0.15(-0.48 %),"26,958,700",832.09,"480,000",14.71,31.2,31.2,30.65
29/02/2024,31,28.18,0.4(1.31 %),"33,580,500","1,034.01",0,0,30.75,31.15,30.5
