Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
10/01/2023,19.8,18,0.2(1.02 %),"26,852,100",530.32,"419,000",8.36,19.6,20.1,19.2
09/01/2023,19.6,17.82,0.2(1.03 %),"16,185,000",319.92,0,0,19.8,20.1,19.5
06/01/2023,19.4,17.64,-0.4(-2.02 %),"19,630,100",386.88,"275,000",5.57,19.7,20.1,19.2
05/01/2023,19.8,18,0.4(2.06 %),"21,502,200",420.83,"220,000",4.21,19.4,20,19.15
04/01/2023,19.4,17.64,0.1(0.52 %),"20,230,000",395.03,"246,000",4.7,19.45,19.8,19.3
03/01/2023,19.25,17.5,1.25(6.94 %),"27,990,600",531.63,"820,000",14.27,18.3,19.25,18.2
30/12/2022,18,16.36,0(0.00 %),"14,452,800",262.48,"715,000",13.57,18.1,18.45,17.9
29/12/2022,18,16.36,-0.2(-1.10 %),"17,422,800",317.63,"47,000",0.87,18.3,18.5,17.85
28/12/2022,18.2,16.55,-0.1(-0.55 %),"14,311,200",261.23,"1,475,000",27.31,18.4,18.5,17.95
27/12/2022,18.25,16.59,1.15(6.73 %),"23,655,000",419.93,"735,000",11.99,17.1,18.25,17.1
26/12/2022,17.1,15.55,-1.3(-7.07 %),"31,370,000",549.74,"5,475,000",103.63,18.3,18.3,17.1
23/12/2022,18.35,16.68,-0.55(-2.91 %),"24,810,700",456.9,"2,569,380",48.72,18.85,18.9,18.1
22/12/2022,18.9,17.18,0(0.00 %),"18,965,200",362.27,"380,000",7.42,19.1,19.6,18.7
21/12/2022,18.9,17.18,-0.1(-0.53 %),"27,702,200",522.73,"85,000",1.58,19.4,19.45,18.1
20/12/2022,19,17.27,-1(-5.00 %),"45,551,800",879.16,"263,000",5.1,19.8,20.1,18.75
19/12/2022,20,18.18,-0.4(-1.96 %),"48,039,600",996.36,"2,095,600",39.85,20.6,21.25,20
16/12/2022,20.4,18.55,1(5.15 %),"55,383,800","1,114.22",0,0,19.2,20.45,18.95
15/12/2022,19.35,17.59,0.15(0.78 %),"20,983,100",407.09,"223,000",4.21,19.1,19.65,19.1
14/12/2022,19.2,17.45,0.2(1.05 %),"34,285,300",660.55,"165,000",3.19,19.35,19.6,19
13/12/2022,19,17.27,0.4(2.15 %),"24,343,000",451.96,"291,000",5.48,18.6,19,18.25
