Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2024,30.75,,0.25(0.82 %),"24,678,500",761.4,"1,000,000",31.12,30.45,31.25,30.4
23/01/2024,30.5,,0.25(0.83 %),"17,926,900",545.37,"2,000,000",61.8,30.35,30.7,30.25
22/01/2024,30.25,,-0.05(-0.17 %),"13,400,000",405.68,"430,000",13.03,30.5,30.6,30.15
19/01/2024,30.3,,0.5(1.68 %),"19,382,800",585.01,0,0,30,30.3,29.95
18/01/2024,29.8,,0.1(0.34 %),"14,262,500",426.66,"496,000",14.73,29.75,30.25,29.65
17/01/2024,29.7,,-0.2(-0.67 %),"15,239,500",454.63,0,0,29.9,30.05,29.7
16/01/2024,29.9,,0.1(0.34 %),"13,163,500",391.53,"156,000",4.65,29.75,29.9,29.6
15/01/2024,29.8,,-0.1(-0.33 %),"13,057,500",391.36,"210,000",6.28,30.1,30.25,29.7
12/01/2024,29.9,,0.4(1.36 %),"41,145,100","1,221.6",0,0,29.3,30.15,29.1
11/01/2024,29.5,,0.05(0.17 %),"24,449,200",723.71,"100,000",2.87,29.7,29.95,29.2
10/01/2024,29.45,,0.25(0.86 %),"25,102,500",740.99,0,0,29.1,29.8,29.1
09/01/2024,29.2,,0(0.00 %),"16,760,900",491.34,0,0,29.2,29.5,29.1
08/01/2024,29.2,,-0.1(-0.34 %),"15,853,600",464.41,"535,000",14.85,29.6,29.65,29
05/01/2024,29.3,,0.7(2.45 %),"31,291,500",913.05,0,0,29,29.45,28.85
04/01/2024,28.6,,0.1(0.35 %),"31,414,000",906.62,"70,000",1.86,28.6,29.55,28.5
03/01/2024,28.5,,0.75(2.70 %),"19,990,700",561.79,"100,000",2.8,27.75,28.5,27.6
02/01/2024,27.75,,-0.2(-0.72 %),"14,813,300",413.81,0,0,28,28.15,27.75
29/12/2023,27.95,,0.35(1.27 %),"16,014,900",447.45,"484,500",14.08,27.65,28.1,27.6
28/12/2023,27.6,,0.2(0.73 %),"10,407,400",286.44,"373,000",10.26,27.45,27.8,27.35
27/12/2023,27.4,,-0.1(-0.36 %),"10,685,200",293.83,"590,000",16.23,27.5,27.65,27.35
