Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
07/07/2023,29.6,,0.5(1.72 %),"9,708,200",284.94,0,0,29.1,29.6,29
06/07/2023,29.1,,-0.8(-2.68 %),"26,337,200",774.12,0,0,29.85,29.9,29.1
05/07/2023,29.9,,0(0.00 %),"14,555,700",436.62,0,0,29.85,30.25,29.65
04/07/2023,29.85,,0.15(0.51 %),"17,233,800",508.02,0,0,29.7,29.85,29.3
03/07/2023,29.7,,-0.1(-0.34 %),"7,045,400",209.04,"4,075,000",121.49,29.8,29.95,29.45
30/06/2023,29.8,,0.2(0.68 %),"8,144,800",240.48,"1,375,000",39.88,29.55,29.8,29.3
29/06/2023,29.55,,-0.35(-1.17 %),"14,837,600",437.8,0,0,29.95,30.05,29.3
28/06/2023,29.9,,0.3(1.01 %),"13,693,600",406.87,"2,180,000",62.16,29.7,30,29.55
27/06/2023,29.6,,0(0.00 %),"11,224,400",332.17,"25,000",0.76,29.55,29.75,29.45
26/06/2023,29.6,,-0.7(-2.31 %),"31,159,200",919.72,"370,002",11.95,30.2,30.25,29.25
23/06/2023,30.3,,0.3(1.00 %),"16,889,100",511.21,"29,936",0.84,30.2,30.65,30
22/06/2023,30,,0.6(2.04 %),"21,640,300",647.31,"700,000",19.15,29.7,30.2,29.5
21/06/2023,29.4,,0.1(0.34 %),"16,888,300",495.11,0,0,29.25,29.55,29.1
20/06/2023,29.25,,0.45(1.56 %),"10,685,100",309.56,"100,000",3.02,28.9,29.25,28.7
19/06/2023,28.75,,-0.25(-0.86 %),"8,516,000",246.2,"1,400,001",39.52,29.15,29.15,28.75
16/06/2023,29,,1.2(4.32 %),"44,855,200","1,296.02","128,000",3.38,28.05,29.6,28
15/06/2023,27.8,,0(0.00 %),"11,049,600",306.91,"905,000",25.13,27.8,27.9,27.6
14/06/2023,27.8,,-0.4(-1.42 %),"16,588,600",467.8,"1,220,000",34.3,28.25,28.45,27.8
13/06/2023,28.2,,0(0.00 %),"9,048,400",254.53,"50,001",1.31,28.2,28.4,27.95
12/06/2023,28.2,,0.1(0.36 %),"11,276,200",314.2,"2,030,001",57.5,28.15,28.2,27.5
