Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
17/10/2024,34.6,,1(2.98 %),"27,209,600",919.81,"9,800,000",321.58,33.7,34.6,33.25
16/10/2024,33.6,,-0.1(-0.30 %),"18,409,100",615.66,"250,000",8.3,33.65,33.75,33.15
15/10/2024,33.7,,-0.2(-0.59 %),"12,425,100",420.43,0,0,33.95,34.2,33.6
14/10/2024,33.9,,0.1(0.30 %),"12,932,200",438.56,"20,000",0.68,34.1,34.2,33.6
11/10/2024,33.8,,0.2(0.60 %),"7,702,400",258.37,"410,000",14.31,33.65,33.8,33.4
10/10/2024,33.6,,-0.55(-1.61 %),"20,748,300",708.49,0,0,34.5,34.8,33.6
09/10/2024,34.15,,0.45(1.34 %),"17,686,600",600.96,0,0,33.7,34.3,33.6
08/10/2024,33.7,,-0.1(-0.30 %),"13,909,400",470.47,0,0,33.85,34.2,33.55
07/10/2024,33.8,,0.7(2.11 %),"14,756,600",497.68,0,0,33.4,34.15,33.35
04/10/2024,33.1,,-0.65(-1.93 %),"14,347,400",479.06,"40,000",1.36,33.7,33.8,33.1
03/10/2024,33.75,,0.2(0.60 %),"19,074,200",647.03,"25,000",0.84,33.55,34.2,33.55
02/10/2024,33.55,,0.05(0.15 %),"11,383,200",383.28,"2,725,000",90.53,33.5,33.9,33.4
01/10/2024,33.5,,0.15(0.45 %),"16,258,900",551.15,"3,230,000",100.51,33.4,34.4,33.4
30/09/2024,33.35,,-0.25(-0.74 %),"12,432,400",415.03,0,0,33.55,33.65,33.2
27/09/2024,33.6,,0.85(2.60 %),"22,047,200",731.48,"60,000",1.88,32.9,33.65,32.8
26/09/2024,32.75,,0.05(0.15 %),"25,838,600",853.01,0,0,32.8,33.2,32.6
25/09/2024,32.7,,0.85(2.67 %),"28,614,000",920.35,"503,000",15.63,32,32.7,31.85
24/09/2024,31.85,,1.05(3.41 %),"24,839,400",780.85,"2,900,000",83.57,30.85,32.05,30.8
23/09/2024,30.8,,-0.05(-0.16 %),"6,037,200",186.81,"30,000",0.93,30.9,31.3,30.8
20/09/2024,30.85,,0.35(1.15 %),"23,258,900",721.07,0,0,30.7,31.3,30.6
