Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
26/12/2023,27.5,,0(0.00 %),"13,847,000",378.42,"50,000",1.28,27.6,27.6,27.15
25/12/2023,27.5,,0.3(1.10 %),"12,751,000",351.97,"1,040,000",28.15,27.25,27.8,27.25
22/12/2023,27.2,,0.6(2.26 %),"22,251,300",600.76,"1,580,000",39.18,26.6,27.45,26.3
21/12/2023,26.6,,-0.35(-1.30 %),"10,018,700",266.98,"370,000",10.41,26.75,26.85,26.5
20/12/2023,26.95,,0.35(1.32 %),"8,217,200",219.21,"1,580,000",44.87,26.7,26.95,26.45
19/12/2023,26.6,,0.3(1.14 %),"18,259,600",479.14,"151,300",4.24,26.3,26.6,25.85
18/12/2023,26.3,,-0.8(-2.95 %),"21,729,000",579.49,0,0,27.1,27.2,26.3
15/12/2023,27.1,,0(0.00 %),"12,858,200",350.15,0,0,27.1,27.45,27.05
14/12/2023,27.1,,-0.35(-1.28 %),"14,265,300",390.34,0,0,27.7,27.75,27.1
13/12/2023,27.45,,-0.55(-1.96 %),"20,639,100",572.35,0,0,28,28.2,27.45
12/12/2023,28,,0.15(0.54 %),"6,953,400",194.34,0,0,27.95,28.1,27.8
11/12/2023,27.85,,-0.35(-1.24 %),"14,345,000",401.52,0,0,28.3,28.4,27.85
08/12/2023,28.2,,-0.35(-1.23 %),"14,678,400",418.43,0,0,28.7,28.85,28.2
07/12/2023,28.55,,0.45(1.60 %),"29,262,200",834.1,"60,000",1.57,28.3,28.95,28.05
06/12/2023,28.1,,0.3(1.08 %),"14,176,100",395.74,0,0,27.7,28.1,27.7
05/12/2023,27.8,,-0.4(-1.42 %),"12,589,600",352.84,"910,000",25.03,28.15,28.3,27.8
04/12/2023,28.2,,0.7(2.55 %),"19,614,700",550.79,0,0,27.6,28.35,27.55
01/12/2023,27.5,,0(0.00 %),"13,635,000",372.97,"910,000",25.03,27.5,27.65,27.05
30/11/2023,27.5,,-0.3(-1.08 %),"13,608,300",378.35,0,0,27.8,28.1,27.5
29/11/2023,27.8,,-0.35(-1.24 %),"12,029,500",336.68,0,0,28.05,28.25,27.8
