Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
12/05/2023,18.65,13.46,0.15(0.81 %),"7,280,900",135.03,"100,000",1.91,18.55,18.65,18.4
11/05/2023,18.5,13.35,0(0.00 %),"7,399,700",137.2,"250,000",4.71,18.6,18.65,18.45
10/05/2023,18.5,13.35,0.2(1.09 %),"6,848,500",125.76,"30,001",0.55,18.3,18.5,18.25
09/05/2023,18.3,13.21,0(0.00 %),"4,520,200",82.67,"1,485,400",27.63,18.3,18.35,18.2
08/05/2023,18.25,13.17,0.15(0.83 %),"4,219,900",76.87,"2,628,172",46.35,18.2,18.3,18.15
05/05/2023,18.1,13.06,-0.1(-0.55 %),"4,005,700",72.67,"7,362,814",136.96,18.2,18.25,18.1
04/05/2023,18.2,13.13,-0.25(-1.36 %),"5,832,800",106.5,"1,600,544",30.11,18.35,18.45,18.15
28/04/2023,18.45,13.31,0.05(0.27 %),"4,404,300",81.21,"2,621,500",48.41,18.5,18.55,18.35
27/04/2023,18.4,13.28,0.05(0.27 %),"3,624,300",66.57,"160,000",3.02,18.4,18.45,18.3
26/04/2023,18.35,13.24,0.05(0.27 %),"4,997,600",91.08,"3,986,200",74.18,18.25,18.35,18.1
25/04/2023,18.25,13.17,-0.05(-0.27 %),"4,564,900",83.4,"2,375,000",44.36,18.4,18.4,18.15
24/04/2023,18.25,13.17,0.15(0.83 %),"5,304,600",96.34,"400,000",7.45,18.05,18.3,18
21/04/2023,18.05,13.03,-0.15(-0.82 %),"3,858,400",69.93,"2,937,400",55.89,18.15,18.25,18.05
20/04/2023,18.15,13.1,0.05(0.28 %),"3,123,200",56.62,"989,200",18.58,18.1,18.2,18.05
19/04/2023,18.1,13.06,-0.1(-0.55 %),"4,157,200",75.63,0,0,18.25,18.3,18.1
18/04/2023,18.15,13.1,-0.15(-0.82 %),"5,964,800",108.4,"294,060",5.34,18.35,18.4,18.05
17/04/2023,18.25,13.17,-0.05(-0.27 %),"5,536,000",100.99,"561,900",10.79,18.2,18.35,18.15
14/04/2023,18.3,13.21,-0.3(-1.61 %),"7,848,000",145.14,"1,307,600",25.23,18.6,18.7,18.3
13/04/2023,18.55,13.39,-0.15(-0.80 %),"5,956,400",110.68,"895,600",17.59,18.7,18.75,18.5
12/04/2023,18.7,13.5,-0.1(-0.53 %),"7,965,100",148.78,"340,000",6.76,18.8,18.8,18.55
