Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/05/2024,22.6,19.65,0.15(0.67 %),"13,107,300",295.46,"300,000",7,22.7,22.75,22.35
27/05/2024,22.45,19.52,0(0.00 %),"7,993,800",179.55,0,0,22.6,22.6,22.35
24/05/2024,22.45,19.52,-0.35(-1.54 %),"36,358,800",826.69,"260,000",6.24,22.55,23.3,22.15
23/05/2024,22.8,19.83,0.1(0.44 %),"13,080,600",296.33,0,0,22.7,22.85,22.5
22/05/2024,23.2,19.74,-0.4(-1.69 %),"20,042,500",469.55,"750,000",16.56,23.6,23.65,23.2
21/05/2024,23.6,20.08,0.15(0.64 %),"16,402,300",383.83,0,0,23.45,23.6,23.25
20/05/2024,23.45,19.95,0.2(0.86 %),"17,925,500",420.77,"750,000",17.67,23.6,23.6,23.4
17/05/2024,23.25,19.78,-0.15(-0.64 %),"15,465,900",360.37,"200,000",4.4,23.45,23.45,23.15
16/05/2024,23.4,19.91,0.5(2.18 %),"31,430,700",733.45,"1,815,001",41.47,23.15,23.55,23
15/05/2024,22.9,19.48,0.05(0.22 %),"15,300,500",350.71,"3,400,002",77.69,22.95,23.05,22.8
14/05/2024,22.85,19.44,0.2(0.88 %),"16,668,300",382.19,"2,377,450",54.97,22.9,23.2,22.7
13/05/2024,22.65,19.27,0.05(0.22 %),"14,003,500",318.71,"1,058,000",23.88,22.6,23,22.6
10/05/2024,22.6,19.23,-0.05(-0.22 %),"11,418,400",258.78,0,0,22.75,22.9,22.5
09/05/2024,22.65,19.27,0.1(0.44 %),"15,643,200",353.26,"1,465,000",33.22,22.6,22.8,22.35
08/05/2024,22.55,19.19,-0.2(-0.88 %),"21,437,700",481.35,"2,680,200",62.47,22.4,22.7,22.3
07/05/2024,22.75,19.36,-0.15(-0.66 %),"9,604,700",218.77,0,0,23,23.05,22.65
06/05/2024,22.9,19.48,0.5(2.23 %),"16,199,300",369.05,0,0,22.55,22.95,22.55
03/05/2024,22.4,19.06,0(0.00 %),"11,857,800",266.7,0,0,22.6,22.8,22.3
02/05/2024,22.4,19.06,0.15(0.67 %),"11,078,300",247.52,"200,000",4.7,22.3,22.55,22.2
26/04/2024,22.25,18.93,0(0.00 %),"13,332,200",295.7,"750,000",16.84,22,22.45,22
