Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
17/03/2025,24.3,,0(0.00 %),"25,601,900",620.5,"1,604,607",39.85,24.4,24.45,24.1
14/03/2025,24.3,,0(0.00 %),"19,724,000",478.72,"310,014",7.56,24.25,24.45,24.15
13/03/2025,24.3,,-0.3(-1.22 %),"23,064,100",564.94,"2,580,010",65.67,24.65,24.7,24.2
12/03/2025,24.6,,-0.2(-0.81 %),"30,957,600",766.29,"2,600,014",67.05,24.9,25,24.6
11/03/2025,24.8,,0.3(1.22 %),"26,519,300",648.96,"1,738,215",44.28,24.2,24.8,24.15
10/03/2025,24.5,,0(0.00 %),"19,419,600",478.03,"50,051",1.28,24.75,24.9,24.45
07/03/2025,24.5,,0.4(1.66 %),"47,416,100","1,162.75","3,564,527",81.25,24.25,24.9,24.1
06/03/2025,24.1,,0.55(2.34 %),"25,919,100",617.09,"2,830,234",68.97,23.7,24.1,23.5
05/03/2025,23.55,,0.15(0.64 %),"30,355,700",719.47,"3,536,428",86.01,23.4,24.1,23.3
04/03/2025,23.4,,0.3(1.30 %),"21,367,000",495.33,"12,940,012",312.11,23.05,23.6,22.85
03/03/2025,23.1,,0.1(0.43 %),"9,195,600",211.8,"4,024,403",94.17,23,23.1,22.95
28/02/2025,23,,-0.2(-0.86 %),"11,052,800",254.45,"1,210,014",29.29,23.1,23.15,22.95
27/02/2025,23.2,,0(0.00 %),"12,766,600",294.56,"789,510",18.56,23.2,23.25,22.95
26/02/2025,23.2,,-0.2(-0.85 %),"8,376,800",195.08,"391,112",9.52,23.5,23.55,23.2
25/02/2025,23.4,,0.4(1.74 %),"37,696,200",881.03,"900,216",21.11,23.05,23.55,23.05
24/02/2025,23,,0.1(0.44 %),"13,460,200",308.93,"279,017",6.64,22.8,23.05,22.8
21/02/2025,22.9,,0.05(0.22 %),"20,513,900",471.49,"638,522",14.43,22.9,23.15,22.8
20/02/2025,22.85,,0(0.00 %),"10,831,800",248.19,"790,012",18.61,23,23,22.85
19/02/2025,22.85,,0.15(0.66 %),"9,166,500",209.35,"1,184,418",27.69,22.8,22.95,22.7
18/02/2025,22.7,,0.05(0.22 %),"10,082,500",229.34,"2,415,614",56.36,22.65,22.95,22.6
