Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
25/04/2024,22.25,18.93,-0.3(-1.33 %),"13,003,200",289.73,0,0,22.6,22.6,22.15
24/04/2024,22.55,19.19,0.55(2.50 %),"18,650,800",416.37,"560,001",13.16,22.2,22.65,21.95
23/04/2024,22,18.72,-0.6(-2.65 %),"31,998,000",709.57,"72,500",1.6,22.6,22.7,21.75
22/04/2024,22.6,19.23,-0.1(-0.44 %),"17,581,500",400.59,"8,726,300",211.61,22.8,23.05,22.55
19/04/2024,22.7,19.31,-0.4(-1.73 %),"28,182,700",643.49,"3,412,574",79.04,22.6,23.3,22.6
17/04/2024,23.1,19.65,-0.8(-3.35 %),"23,979,900",562.23,"7,526,315",188.54,24,24.05,23.1
16/04/2024,23.9,20.33,0.5(2.14 %),"32,717,500",766.75,"16,655,271",416.38,23.4,23.9,23.05
15/04/2024,23.4,19.91,-1.25(-5.07 %),"47,595,100","1,158.8","11,934,717",314.48,24.45,25.05,23
12/04/2024,24.65,20.97,0.9(3.79 %),"23,911,200",581.05,"5,780,000",140.99,23.85,24.7,23.75
11/04/2024,23.75,20.21,-0.05(-0.21 %),"9,011,600",213.55,"3,535,000",89.97,23.5,23.85,23.4
10/04/2024,23.8,20.25,-0.2(-0.83 %),"21,078,100",508.15,"19,074,200",481.95,24.3,24.35,23.8
09/04/2024,24,20.42,0.5(2.13 %),"15,734,800",372.88,"1,578,100",37.15,23.5,24,23.4
08/04/2024,23.5,19.99,0.15(0.64 %),"24,714,800",579.46,"1,377,200",34.36,23.4,23.8,23.15
05/04/2024,23.35,19.87,-0.45(-1.89 %),"25,376,700",596.98,"1,046,900",26.64,23.55,23.75,23.3
04/04/2024,23.8,20.25,-0.4(-1.65 %),"27,793,500",666.73,"5,729,200",143.97,24.2,24.25,23.8
03/04/2024,24.2,20.59,-0.6(-2.42 %),"22,559,800",552.05,"2,703,645",71.65,24.8,24.8,24.2
02/04/2024,24.8,21.1,-0.1(-0.40 %),"28,974,400",709.35,"4,998,400",132.96,24.6,24.8,24.2
01/04/2024,24.9,21.19,-0.5(-1.97 %),"19,236,200",480.7,"9,872,048",267.89,25.2,25.25,24.7
29/03/2024,25.4,21.61,-0.1(-0.39 %),"11,652,100",294.59,"1,894,301",47.61,25.55,25.55,25.15
28/03/2024,25.5,21.7,0.2(0.79 %),"15,988,900",406.52,0,0,25.65,25.7,25.2
