Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
04/01/2021,108(-0.18 %),870,0.95,"26,610",28.86,"25,740",27.92,"771,478,111",13.61%
31/12/2020,108.2(-0.28 %),"-3,075",-3.36,"13,471",14.64,"16,546",17.99,"771,656,901",13.61%
30/12/2020,108.5(1.88 %),"8,537",9.29,"35,650",38.83,"27,113",29.54,"771,533,221",13.61%
29/12/2020,106.5(0.57 %),"-50,730",-5.38,"36,580",3.89,"87,310",9.27,"770,763,143",13.89%
28/12/2020,105.9(0.00 %),"-19,770",-20.94,"6,069",6.43,"25,839",27.37,"771,757,981",13.6%
25/12/2020,105.9(0.19 %),"-21,490",-2.26,"23,340",2.47,"44,830",4.73,"771,671,331",13.6%
24/12/2020,105.7(0.00 %),"-3,698",-3.88,"26,651",28.17,"30,349",32.05,"771,523,762",13.61%
23/12/2020,105.7(0.00 %),"111,430",11.89,"258,770",27.53,"147,340",15.64,"770,456,243",13.9%
22/12/2020,105.7(-0.66 %),"-23,580",-2.39,"279,290",26.92,"302,870",29.31,"770,567,673",13.89%
21/12/2020,106.4(1.62 %),"247,200",26.24,"368,910",39.08,"121,710",12.85,"770,513,392",13.64%
18/12/2020,104.7(0.00 %),"-165,170",-17.24,"716,220",75.27,"881,390",92.51,"770,404,252",13.64%
17/12/2020,104.7(-2.15 %),"-284,160",-29.73,"232,300",24.51,"516,460",54.24,"770,570,292",13.64%
16/12/2020,107(0.00 %),"-80,400",-8.54,"340,250",36.28,"420,650",44.82,"770,341,963",13.9%
15/12/2020,107(-1.74 %),"-12,622",-13.49,"41,384",44.59,"54,006",58.07,"770,756,132",13.63%
14/12/2020,108.9(1.97 %),"179,720",19.97,"535,550",57.88,"355,830",37.91,"770,135,343",13.9%
11/12/2020,106.8(1.81 %),"299,490",31.81,"543,330",57.65,"243,840",25.85,"770,959,162",13.63%
10/12/2020,104.9(-1.04 %),"-30,290",-3.21,"445,740",47.05,"476,030",50.26,"770,614,553",13.89%
09/12/2020,106(0.95 %),"-77,820",-7.98,"192,510",20.32,"270,330",28.29,"771,022,092",13.62%
08/12/2020,105(-0.76 %),"-264,560",-27.81,"200,530",21.1,"465,090",48.91,"770,936,532",13.63%
07/12/2020,105.8(0.00 %),"44,340",4.68,"311,940",33,"267,600",28.32,"770,938,872",13.63%
