Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
15/11/2024,40.55(-0.37 %),"-34,365",-1.4,"79,100",3.23,"113,465",4.63,0,0%
14/11/2024,40.7(0.25 %),"21,953",0.89,"71,600",2.92,"49,647",2.03,0,0%
13/11/2024,40.6(0.12 %),"-338,115",-13.78,"71,100",2.9,"409,215",16.68,"1,467,759,815",0%
12/11/2024,40.55(-0.61 %),"-797,800",-32.46,"74,900",3.08,"872,700",35.54,"1,467,421,700",10.18%
11/11/2024,40.8(-0.61 %),"-149,300",-6.1,"34,200",1.4,"183,500",7.49,"1,467,135,993",10.19%
08/11/2024,41.05(-1.56 %),"-20,100",-0.79,"340,500",14.1,"360,600",14.89,"1,467,056,677",10.19%
07/11/2024,41.7(-0.24 %),"90,000",3.81,"203,500",8.55,"113,500",4.74,"1,467,267,367",10.19%
06/11/2024,41.8(1.21 %),0,0,0,0,0,0,"1,467,323,511",10.19%
05/11/2024,41.3(0.24 %),"58,100",2.4,"205,400",8.46,"147,300",6.07,"1,467,413,080",10.18%
04/11/2024,41.2(0.00 %),"40,900",1.69,"226,200",9.32,"185,300",7.63,"1,467,504,795",10.18%
01/11/2024,41.2(-0.84 %),"93,100",3.86,"206,700",8.55,"113,600",4.69,"1,467,523,644",10.18%
31/10/2024,41.55(1.34 %),"250,300",10.38,"457,600",18.97,"207,300",8.6,"1,467,448,646",10.18%
30/10/2024,41(-0.85 %),"-226,700",-9.37,"54,700",2.24,"281,400",11.62,"1,467,814,224",10.17%
29/10/2024,41.35(-0.24 %),"-49,600",-2.05,"42,200",1.75,"91,800",3.81,"1,467,830,904",10.17%
28/10/2024,41.45(-0.24 %),"127,100",5.28,"165,200",6.87,"38,100",1.58,"1,467,719,304",10.18%
25/10/2024,41.55(-1.19 %),"12,100",0.52,"165,900",6.97,"153,800",6.46,"1,467,637,409",10.18%
24/10/2024,42.05(-2.66 %),"-153,200",-6.51,"94,000",4,"247,200",10.51,"1,467,698,849",10.18%
23/10/2024,43.2(2.37 %),"10,600",0.45,"115,000",5,"104,400",4.55,"1,467,736,608",10.18%
22/10/2024,42.2(-0.12 %),"149,200",6.32,"205,200",8.69,"56,000",2.37,"1,467,694,104",10.18%
21/10/2024,42.25(1.08 %),"-75,000",-3.18,"82,500",3.5,"157,500",6.67,"1,467,821,165",10.17%
