Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/11/2021,94.8(0.00 %),"609,600",56.47,"781,000",72.63,"171,400",16.15,"1,375,723,780",0%
19/11/2021,94.8(0.32 %),"6,401",-0.43,"556,700",51.83,"550,299",52.27,"1,376,053,479",0%
18/11/2021,94.5(-1.87 %),"-337,900",-33.08,"873,100",83.93,"1,211,000",117.01,"1,376,059,880",13.64%
17/11/2021,96.3(1.58 %),"-438,800",-42.15,"416,300",39.9,"855,100",82.04,"1,375,721,980",13.65%
16/11/2021,94.8(-0.21 %),"-127,100",-11.99,"183,100",17.29,"310,200",29.28,"1,375,283,180",13.66%
15/11/2021,95(0.53 %),"-150,200",-14.12,"233,200",22.13,"383,400",36.24,"1,375,156,080",13.66%
12/11/2021,94.5(-0.32 %),"-240,600",-22.64,"130,100",12.29,"370,700",34.93,"1,375,005,880",13.67%
11/11/2021,94.8(-0.11 %),"-342,200",-32.32,"222,800",21.08,"565,000",53.4,"1,374,765,280",13.67%
10/11/2021,94.9(0.00 %),"-54,100",-5.12,"201,380",19.07,"255,480",24.19,"1,374,477,180",0%
09/11/2021,94.9(0.00 %),"-429,000",-40.26,"320,400",30.42,"749,400",70.68,"1,374,423,080",13.68%
08/11/2021,94.9(-0.11 %),"57,900",5.58,"582,400",55.42,"524,500",49.84,"1,373,994,080",0%
05/11/2021,95(0.00 %),0,0,0,0,0,0,"1,374,051,980",13.69%
04/11/2021,95(-0.31 %),0,0,0,0,0,0,"1,374,051,980",13.69%
03/11/2021,95.3(-0.52 %),"-200,300",-18.86,"354,300",33.72,"554,600",52.57,"1,374,252,280",0%
02/11/2021,95.8(0.00 %),"-339,400",-32.35,"85,600",8.16,"425,000",40.52,"1,374,051,980",13.69%
01/11/2021,95.8(0.00 %),"-105,500",-10.08,"177,300",16.91,"282,800",26.99,"1,373,712,580",13.7%
29/10/2021,95.8(0.84 %),"111,400",10.71,"623,200",59.61,"511,800",48.9,"1,371,226,390",13.77%
28/10/2021,95(0.00 %),0,0,0,0,0,0,"1,371,337,790",13.76%
27/10/2021,95(3.04 %),"642,400",60.18,"1,035,200",96.99,"392,800",36.81,"1,371,337,790",0%
26/10/2021,92.2(0.11 %),"-357,100",-32.77,"84,900",7.8,"442,000",40.57,"1,371,980,190",0%
