Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/05/2022,77.8(-0.13 %),"-932,400",-72.54,"135,700",10.56,"1,068,100",83.1,"1,378,648,251",12.38%
19/05/2022,77.9(-0.13 %),"-605,000",-47.13,"609,200",47.46,"1,214,200",94.59,"1,377,883,551",12.4%
18/05/2022,78(0.00 %),"-276,100",-21.54,"624,300",48.7,"900,400",70.23,"1,377,880,651",12.4%
17/05/2022,78(1.30 %),"-29,600",-2.31,"560,500",43.72,"590,100",46.03,"1,377,830,451",12.4%
16/05/2022,77(-1.28 %),"77,500",5.97,"730,000",56.21,"652,500",50.24,"1,377,305,450",12.42%
13/05/2022,78(-1.27 %),"-186,500",-14.44,"892,500",69.61,"1,079,000",84.06,"1,377,290,850",12.42%
12/05/2022,79(-1.86 %),"-291,700",-23.07,"452,900",35.44,"744,600",58.5,"1,378,420,993",12.54%
11/05/2022,80.5(0.12 %),"217,200",17.52,"520,700",41.7,"303,500",24.19,"1,378,129,293",12.55%
10/05/2022,80.4(1.64 %),"342,000",27.5,"638,200",51.31,"296,200",23.81,"1,378,346,493",12.39%
09/05/2022,79.1(-0.88 %),"86,700",6.86,"312,900",24.75,"226,200",17.89,"1,378,431,593",12.39%
06/05/2022,79.8(-0.25 %),"-482,400",-38.5,"70,700",5.64,"553,100",44.14,"1,378,398,746",12.39%
05/05/2022,80(0.38 %),"-46,800",-3.45,"298,900",23.9,"345,700",27.35,"1,377,982,046",12.55%
04/05/2022,79.7(-0.38 %),"-20,200",-1.54,"42,200",3.36,"62,400",4.9,"1,377,935,246",12.4%
29/04/2022,80(2.70 %),"-521,100",-40.24,"249,600",19.53,"770,700",59.77,"1,377,638,046",12.41%
28/04/2022,77.9(-0.13 %),"-169,800",-13.14,"169,600",13.09,"339,400",26.23,"1,377,213,884",12.42%
27/04/2022,78(0.00 %),"-473,200",-36.03,"187,500",14.28,"660,700",50.31,"1,376,053,184",12.45%
26/04/2022,78(2.36 %),"-76,300",-5.54,"1,246,400",95.44,"1,322,700",100.98,"1,375,843,842",12.46%
25/04/2022,76.2(-1.93 %),"326,500",25.03,"666,300",50.94,"339,800",25.92,"1,377,074,642",12.42%
22/04/2022,77.7(0.26 %),"462,500",36.3,"478,100",37.52,"15,600",1.22,"1,377,535,742",12.41%
21/04/2022,77.5(-2.27 %),"405,300",31.7,"477,500",37.38,"72,200",5.68,"1,377,829,350",12.4%
