Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/12/2023,10.7(0.00 %),"-1,315,500",-14.09,"284,400",3.05,"1,599,900",17.14,"896,540,348",4.62%
19/12/2023,10.7(0.00 %),"-1,748,700",-18.69,"515,600",5.51,"2,264,300",24.2,"895,224,848",4.65%
18/12/2023,10.7(-0.93 %),"-396,300",-4.25,"1,539,600",16.56,"1,935,900",20.81,"893,476,148",4.69%
15/12/2023,10.8(0.00 %),"-246,100",-2.47,"6,496,300",70.42,"6,742,400",72.9,"893,079,848",4.7%
14/12/2023,10.8(-0.92 %),"-1,869,000",-20.33,"684,400",7.46,"2,553,400",27.79,"892,833,748",4.71%
13/12/2023,10.9(-1.80 %),"-2,375,800",-26.13,"263,400",2.9,"2,639,200",29.04,"890,964,748",4.75%
12/12/2023,11.1(-0.45 %),"-918,200",-10.21,"1,603,700",17.9,"2,521,900",28.11,"888,588,948",4.81%
11/12/2023,11.15(1.36 %),"-1,520,400",-16.82,"954,200",10.57,"2,474,600",27.39,"887,670,748",4.83%
08/12/2023,11(-0.45 %),"-2,079,800",-22.99,"172,500",1.92,"2,252,300",24.91,"886,150,348",4.87%
07/12/2023,11.05(0.45 %),"-3,806,400",-42.15,"504,800",5.59,"4,311,200",47.75,"884,070,548",4.92%
06/12/2023,11(0.46 %),"-1,378,800",-15.15,"621,600",6.85,"2,000,400",21.99,"880,264,148",5.02%
05/12/2023,10.95(-1.35 %),"-2,952,300",-32.57,"295,600",3.26,"3,247,900",35.84,"878,885,348",5.05%
04/12/2023,11.1(2.30 %),"-1,737,200",-19.12,"1,457,300",16.12,"3,194,500",35.24,"875,933,048",5.12%
01/12/2023,10.85(0.46 %),"-684,400",-7.38,"282,000",3.05,"966,400",10.43,"874,195,848",5.16%
30/11/2023,10.8(-0.46 %),"-755,600",-8.23,"295,200",3.2,"1,050,800",11.43,"874,860,783",5.15%
29/11/2023,10.85(0.00 %),"-500,900",-5.45,"152,300",1.65,"653,200",7.1,"874,105,183",5.17%
28/11/2023,10.85(0.93 %),"775,400",8.32,"1,284,500",13.79,"509,100",5.47,"873,604,283",5.18%
27/11/2023,10.75(-1.83 %),"388,200",4.19,"521,500",5.64,"133,300",1.44,"874,379,683",5.16%
24/11/2023,10.95(0.00 %),"485,000",5.27,"577,300",6.28,"92,300",1.01,"874,767,883",5.15%
23/11/2023,10.95(-3.10 %),"-618,600",-6.94,"806,400",9.02,"1,425,000",15.97,"875,252,883",5.14%
