Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/05/2023,18.25(0.83 %),"-4,800",-0.09,0,0,"4,800",0.09,0,23.24%
05/05/2023,18.1(-0.55 %),"4,200",0.08,"5,000",0.09,800,0.01,0,23.24%
04/05/2023,18.2(-1.36 %),0,0,0,0,0,0,"5,060",0%
28/04/2023,18.45(0.27 %),0,0,0,0,0,0,"5,060",0%
27/04/2023,18.4(0.27 %),"-5,000",-0.09,0,0,"5,000",0.09,"5,060",0%
26/04/2023,18.35(0.27 %),0,0,"3,986,200",73.15,"3,986,200",73.15,60,23.24%
25/04/2023,18.25(-0.27 %),0,0,"2,375,000",43.34,"2,375,000",43.34,0,23.24%
24/04/2023,18.25(0.83 %),-60,-0,"100,000",1.83,"100,060",1.83,0,23.24%
21/04/2023,18.05(-0.82 %),15,0,"2,959,348",53.42,"2,959,333",53.42,0,23.24%
20/04/2023,18.15(0.28 %),0,0,0,0,0,0,54,0%
19/04/2023,18.1(-0.55 %),0,-0,0,0,0,0,54,23.24%
18/04/2023,18.15(-0.82 %),-48,-0,0,0,48,0,0,23.24%
17/04/2023,18.25(-0.27 %),-54,-0,"561,900",10.25,"561,954",10.26,0,23.24%
14/04/2023,18.3(-1.61 %),"12,484",0.23,"748,484",13.7,"736,000",13.47,0,23.24%
13/04/2023,18.55(-0.80 %),0,0,"751,600",13.94,"751,600",13.94,"12,484",23.23%
12/04/2023,18.7(-0.53 %),"1,680",0.03,"341,680",6.39,"340,000",6.36,0,23.24%
11/04/2023,18.75(0.81 %),"-12,384",-0.23,100,0,"12,484",0.23,"1,680",23.24%
10/04/2023,18.6(0.00 %),0,0,"570,000",10.6,"570,000",10.6,100,23.24%
07/04/2023,18.6(0.54 %),"12,720",0.24,"14,400",0.27,"1,680",0.03,0,23.24%
06/04/2023,18.5(-1.60 %),200,0,"168,300",3.11,"168,100",3.11,"14,400",23.23%
