Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
27/09/2021,78.2(-1.76 %),"1,190,500",90,"1,709,300",130.87,"518,800",40.87,"902,130,225",23.07%
24/09/2021,79.6(0.38 %),"622,900",49.7,"910,700",72.54,"287,800",22.84,"903,320,725",23.03%
23/09/2021,79.3(1.67 %),"52,700",4.23,"420,600",33.25,"367,900",29.02,"903,943,625",23.01%
22/09/2021,78(0.65 %),"329,800",25.47,"913,700",70.44,"583,900",44.97,"903,996,325",23.01%
21/09/2021,77.5(-3.00 %),"1,108,900",87.07,"2,789,600",217.67,"1,680,700",130.6,"904,326,125",23%
20/09/2021,79.9(-1.60 %),"-116,200",-9.27,"330,200",26.53,"446,400",35.8,"905,435,025",22.97%
17/09/2021,81.2(1.37 %),"2,397,800",193.45,"3,114,600",251.32,"716,800",57.87,"905,318,825",22.97%
16/09/2021,80.1(-2.20 %),"-310,900",-24.98,"670,500",54.37,"981,400",79.35,"907,716,625",22.9%
15/09/2021,81.9(0.92 %),"-662,500",-54.24,"256,300",20.98,"918,800",75.23,"907,405,725",22.91%
14/09/2021,107(0.00 %),"-656,100",-70.02,"350,400",37.68,"1,006,500",107.7,"906,743,225",22.93%
13/09/2021,107(-0.47 %),"-1,510,400",-165.9,"2,617,100",277.6,"4,127,500",443.5,"906,087,125",22.95%
10/09/2021,107.5(-0.19 %),"-5,218,900",-562.59,"2,238,300",241.96,"7,457,200",804.56,"904,576,725",22.99%
09/09/2021,107.7(-0.19 %),"-2,531,300",-273.11,"1,193,500",128.74,"3,724,800",401.85,"899,357,825",23.15%
08/09/2021,107.9(-1.55 %),"-2,223,800",-251.45,"1,656,000",180.52,"3,879,800",431.98,"896,826,525",23.23%
07/09/2021,109.6(1.11 %),"-3,212,900",-354.38,"1,483,000",163.28,"4,695,900",517.66,"894,602,725",23.29%
06/09/2021,108.4(1.31 %),"-3,543,200",-380.31,"1,095,900",117.98,"4,639,100",498.29,"891,389,825",23.39%
01/09/2021,107(0.56 %),"-2,668,400",-287.51,"1,228,000",131.71,"3,896,400",419.22,"887,846,625",23.49%
31/08/2021,106.4(-0.47 %),"-1,067,400",-113.89,"385,000",41.07,"1,452,400",154.97,"894,246,575",23.3%
30/08/2021,106.9(0.00 %),"-182,500",-19.69,"954,822",102.04,"1,137,322",121.73,"893,179,175",23.33%
27/08/2021,106.9(0.28 %),"614,900",65.3,"1,036,300",109.85,"421,400",44.55,"892,996,675",23.34%
