Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
03/07/2023,55.9(1.64 %),"626,900",34.77,"751,700",41.7,"124,800",6.93,"1,122,325,214",24.23%
30/06/2023,55(0.00 %),"508,000",27.81,"1,057,500",57.84,"549,500",30.03,"1,115,837,463",24.37%
29/06/2023,55(-0.72 %),"685,100",37.73,"788,100",43.42,"103,000",5.68,"1,116,345,463",24.36%
28/06/2023,55.4(-0.89 %),"389,100",21.64,"563,600",31.32,"174,500",9.68,"1,117,030,563",24.35%
27/06/2023,55.9(0.72 %),"442,100",24.61,"563,300",31.34,"121,200",6.74,"1,117,419,663",24.34%
26/06/2023,55.5(-0.89 %),"30,800",1.74,"528,200",29.19,"497,400",27.45,"1,117,861,763",24.33%
23/06/2023,56(0.54 %),"802,700",44.41,"1,042,300",57.69,"239,600",13.27,"1,106,877,457",24.58%
22/06/2023,55.7(2.01 %),"411,000",22.81,"951,500",52.7,"540,500",29.89,"1,107,680,157",24.56%
21/06/2023,54.6(-0.91 %),"-545,900",-29.87,"673,700",37,"1,219,600",66.87,"1,108,091,157",24.55%
20/06/2023,55.1(0.18 %),"329,000",18.15,"522,300",28.79,"193,300",10.65,"1,108,068,967",24.55%
19/06/2023,55(-1.79 %),"264,200",14.6,"549,200",30.31,"285,000",15.71,"1,108,397,967",24.55%
16/06/2023,56(-0.88 %),"704,700",39.56,"1,315,800",73.77,"611,100",34.21,"1,108,908,080",24.53%
15/06/2023,56.5(-0.88 %),"945,400",54.11,"984,400",56.32,"39,000",2.22,"1,112,184,670",24.46%
14/06/2023,57(0.53 %),"756,600",43.61,"833,900",48.03,"77,300",4.42,"1,113,130,070",24.44%
13/06/2023,56.7(2.35 %),"307,600",17.26,"689,800",38.46,"382,200",21.2,"1,113,886,670",24.42%
12/06/2023,55.4(-0.18 %),"63,000",3.47,"597,100",32.75,"534,100",29.29,"1,114,194,270",24.41%
09/06/2023,55.5(0.18 %),"356,700",19.77,"434,600",24.08,"77,900",4.31,"1,114,257,270",24.41%
08/06/2023,55.4(0.18 %),"1,201,400",66.69,"1,452,200",80.6,"250,800",13.92,"1,114,613,970",24.4%
07/06/2023,55.3(0.55 %),"697,300",38.42,"943,000",51.95,"245,700",13.53,"1,115,815,370",24.37%
06/06/2023,55(2.42 %),"177,500",9.72,"327,300",17.86,"149,800",8.14,"1,116,512,670",24.36%
