Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/12/2023,39.95(1.14 %),"-361,900",-14.33,"332,000",13.22,"693,900",27.55,"1,191,570,358",22.64%
19/12/2023,39.5(-1.00 %),"-17,700",-0.72,"770,100",30.42,"787,800",31.15,"1,191,208,458",22.64%
18/12/2023,39.9(0.00 %),"155,000",6.22,"658,900",26.36,"503,900",20.14,"1,191,190,758",22.64%
15/12/2023,39.9(-0.99 %),"-299,000",-11.91,"1,154,400",46.15,"1,453,400",58.06,"1,191,345,758",22.64%
14/12/2023,40.3(-1.10 %),"158,400",6.46,"635,700",25.9,"477,300",19.44,"1,191,046,758",22.65%
13/12/2023,40.75(-0.73 %),"-1,132,100",-46.78,"587,200",24.14,"1,719,300",70.92,"1,191,205,158",22.64%
12/12/2023,41.05(0.12 %),"-275,300",-11.34,"1,139,200",46.75,"1,414,500",58.09,"1,190,073,058",22.67%
11/12/2023,41(3.40 %),"-70,800",-2.89,"430,500",17.63,"501,300",20.51,"1,189,797,758",22.68%
08/12/2023,39.65(-0.13 %),"-6,224,100",-247.71,"854,600",34.08,"7,078,700",281.79,"1,189,726,958",22.68%
07/12/2023,39.7(-1.85 %),"-5,302,400",-210.8,"1,226,700",48.78,"6,529,100",259.59,"1,183,502,858",22.82%
06/12/2023,40.45(-0.12 %),"-6,100,600",-244.28,"752,100",30.21,"6,852,700",274.49,"1,178,200,458",22.94%
05/12/2023,40.5(-1.94 %),"-4,222,200",-172.27,"419,700",17.11,"4,641,900",189.38,"1,172,099,858",23.08%
04/12/2023,41.3(0.98 %),"-2,520,600",-103.69,"620,800",25.56,"3,141,400",129.24,"1,167,877,658",23.18%
01/12/2023,40.9(-0.97 %),"-2,810,500",-114.39,"544,900",22.13,"3,355,400",136.52,"1,165,357,058",23.24%
30/11/2023,41.3(0.24 %),"2,104,600",87.14,"3,585,000",147.7,"1,480,400",60.56,"1,163,282,639",23.28%
29/11/2023,41.2(1.10 %),"104,300",4.26,"678,300",27.77,"574,000",23.51,"1,165,387,239",23.24%
28/11/2023,40.75(2.39 %),"705,400",28.36,"1,982,900",79.73,"1,277,500",51.37,"1,165,491,539",23.23%
27/11/2023,39.8(1.79 %),"-349,200",-13.84,"228,600",9.05,"577,800",22.89,"1,166,196,939",23.22%
24/11/2023,39.1(0.26 %),"-1,289,800",-49.62,"741,400",28.54,"2,031,200",78.16,"1,165,847,739",23.23%
23/11/2023,39(0.00 %),"-3,004,700",-118.65,"347,200",13.72,"3,351,900",132.37,"1,164,557,939",23.26%
