Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
03/03/2021,15.95 ( -0.93 %),"4,434","19,599,200","4,420.21","4,864","20,886,300","4,294","-1,287,100"
02/03/2021,16.1 ( 2.55 %),"5,524","2,636,760",477.33,"7,570","3,041,430",402,"-404,670"
01/03/2021,15.7 ( 6.8 %),"17,823","66,759,000","3,745.67","9,903","48,737,100","4,921","18,021,900"
26/02/2021,14.7 ( 0.68 %),"5,398","21,469,800","3,977.36","4,011","20,593,800","5,134","876,000"
25/02/2021,14.6 ( 2.1 %),"4,009","19,470,400","4,856.67","4,518","21,581,700","4,777","-2,111,300"
24/02/2021,14.3 ( -2.05 %),"5,857","19,588,800","3,344.51","3,809","26,000,100","6,826","-6,411,300"
23/02/2021,14.6 ( -0.68 %),"5,826","24,931,900","4,279.42","3,248","29,351,700","9,037","-4,419,800"
22/02/2021,14.7 ( 0 %),"4,649","24,531,900","5,276.81","4,391","31,691,800","7,217","-7,159,900"
19/02/2021,14.7 ( 0.34 %),"5,128","27,151,000","5,294.66","6,063","29,660,200","4,892","-2,509,200"
18/02/2021,14.65 ( -1.35 %),"4,326","17,667,800","4,084.1","5,131","25,324,900","4,936","-7,657,100"
17/02/2021,14.85 ( 1.02 %),"3,985","21,302,000","5,345.55","6,887","27,635,200","4,013","-6,333,200"
09/02/2021,14.7 ( 3.89 %),"3,925","2,125,300",541.48,"7,173","2,965,250",413,"-839,950"
08/02/2021,14.15 ( 1.07 %),"7,006","3,221,010",459.75,"9,244","4,176,460",452,"-955,450"
05/02/2021,14 ( 4.87 %),"3,740","14,971,400","4,003.05","4,657","18,060,900","3,878","-3,089,500"
04/02/2021,13.35 ( 0.75 %),"3,148","10,285,600","3,267.34","2,826","14,280,500","5,053","-3,994,900"
03/02/2021,13.25 ( 6.85 %),"3,164","18,715,200","5,915.04","2,613","15,048,500","5,759","3,666,700"
02/02/2021,12.4 ( 3.33 %),"2,859","17,480,500","6,114.2","2,547","13,445,700","5,279","4,034,800"
01/02/2021,12 ( -5.14 %),"3,175","13,003,400","4,095.56","2,449","18,917,400","7,725","-5,914,000"
29/01/2021,12.65 ( 0.4 %),"4,635","22,722,200","4,902.31","3,010","22,885,700","7,603","-163,500"
28/01/2021,12.6 ( -6.67 %),"3,809","17,336,300","4,551.4","4,502","41,849,400","9,296","-24,513,100"
