Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
11/10/2022,9.44 ( -7.45 %),"4,646","11,871,400","2,555.19","1,994","18,242,600","9,149","-6,371,200"
10/10/2022,10.15 ( -3.33 %),"7,177","24,758,500","3,449.7","3,072","23,734,600","7,726","1,023,900"
07/10/2022,10.45 ( -6.7 %),"4,081","14,322,000","3,509.43","1,407","18,646,200","13,252","-4,324,200"
06/10/2022,11.2 ( -6.67 %),"2,645","6,723,100","2,541.81","1,081","8,577,400","7,935","-1,854,300"
05/10/2022,12 ( 2.56 %),"2,395","10,852,900","4,531.48","1,215","7,994,600","6,580","2,858,300"
04/10/2022,11.7 ( -3.31 %),"2,995","12,713,500","4,244.91","1,447","10,172,500","7,030","2,541,000"
03/10/2022,12.05 ( -6.59 %),"2,306","7,946,600","3,446.05","1,287","7,529,000","5,850","417,600"
30/09/2022,12.9 ( 0 %),"2,839","8,426,500","2,968.12","1,506","7,964,000","5,288","462,500"
29/09/2022,12.9 ( -0.77 %),"1,597","4,290,000","2,686.29",933,"4,891,900","5,243","-601,900"
28/09/2022,13 ( -2.99 %),"1,585","2,952,100","1,862.52","1,241","3,226,700","2,600","-274,600"
27/09/2022,13.4 ( 1.52 %),"1,413","3,593,700","2,543.31",964,"3,104,000","3,220","489,700"
26/09/2022,13.15 ( -4.71 %),"3,073","6,185,400","2,012.82","1,314","5,680,700","4,323","504,700"
23/09/2022,13.8 ( -2.13 %),"1,576","3,318,000","2,105.33",962,"4,221,800","4,389","-903,800"
22/09/2022,14.05 ( 0.36 %),"2,050","4,357,300","2,125.51",931,"3,994,300","4,290","363,000"
21/09/2022,14 ( -0.71 %),"1,017","2,578,700","2,535.59",889,"3,125,700","3,516","-547,000"
20/09/2022,14.1 ( 2.92 %),"1,456","5,813,400","3,992.72","1,288","4,027,300","3,127","1,786,100"
19/09/2022,13.65 ( -3.87 %),"2,032","4,237,500","2,085.38","1,893","5,589,500","2,953","-1,352,000"
16/09/2022,14.2 ( -4.05 %),"2,247","5,152,100","2,292.88","1,203","5,686,600","4,727","-534,500"
15/09/2022,14.8 ( -0.67 %),"1,091","3,102,900","2,844.09","1,067","3,533,300","3,311","-430,400"
14/09/2022,14.9 ( 0 %),"2,031","5,840,900","2,875.87","1,332","5,542,100","4,161","298,800"
