Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
14/02/2023,13.7,9.11,-0.2(-1.44 %),"4,852,300",66.99,0,0,14,14,13.6
13/02/2023,13.85,9.21,-0.25(-1.77 %),"8,703,500",121.55,"263,000",3.79,14,14.3,13.7
10/02/2023,14.05,9.34,0.15(1.08 %),"11,922,900",168.9,"58,743",0.76,13.95,14.5,13.8
09/02/2023,13.9,9.24,0(0.00 %),"7,058,800",98.93,"38,000",0.53,13.85,14.25,13.8
08/02/2023,13.9,9.24,0.3(2.21 %),"9,302,200",128.68,"100,000",1.3,13.65,14.2,13.55
07/02/2023,13.55,9.01,-0.35(-2.52 %),"8,553,500",119.28,"606,100",8.5,14,14.2,13.55
06/02/2023,13.9,9.24,0(0.00 %),"5,601,600",77.47,"100,000",1.49,13.8,14,13.55
03/02/2023,13.9,9.24,0.2(1.46 %),"7,651,200",105.74,"68,000",0.97,13.85,13.9,13.7
02/02/2023,13.65,9.08,-0.15(-1.09 %),"11,112,300",153.01,0,0,13.9,14,13.55
01/02/2023,13.8,9.18,-1(-6.76 %),"14,495,000",207.64,"23,886,648",353.43,14.8,14.95,13.8
31/01/2023,14.8,9.84,0.3(2.07 %),"9,960,300",143.99,0,0,14.35,14.9,14.3
30/01/2023,14.5,9.64,-0.5(-3.33 %),"13,824,600",203.36,"208,000",3.28,15,15,14.5
27/01/2023,15,9.98,0(0.00 %),"11,516,300",172.16,"1,110,000",16.65,15.05,15.2,14.8
19/01/2023,14.95,9.94,-0.05(-0.33 %),"8,759,900",131,"1,228,000",17.68,15,15.1,14.85
18/01/2023,14.95,9.94,0.05(0.34 %),"6,692,400",100.08,"38,000",0.57,15,15.2,14.85
17/01/2023,14.9,9.91,0.2(1.36 %),"11,376,200",168.96,"210,000",2.96,14.65,15.1,14.65
16/01/2023,14.65,9.74,-0.05(-0.34 %),"7,914,500",115.23,"38,000",0.56,14.7,14.7,14.4
13/01/2023,14.65,9.74,0.15(1.03 %),"11,181,500",163.73,0,0,14.6,14.85,14.5
12/01/2023,14.5,9.64,0(0.00 %),"8,380,800",121.25,"65,440,000",945.61,14.6,14.6,14.35
11/01/2023,14.45,9.61,-0.05(-0.34 %),"11,001,900",161.92,"391,000",5.77,14.65,14.95,14.45
