Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
10/01/2025,30.2,,-0.4(-1.31 %),"1,885,900",57.1,0,0,30.65,30.65,30.05
09/01/2025,30.6,,-0.3(-0.97 %),"1,024,700",31.45,"65,000",2.06,30.95,31,30.55
08/01/2025,30.9,,0.2(0.65 %),"904,600",27.83,"1,500,000",46.5,30.75,31,30.5
07/01/2025,30.7,,0.4(1.32 %),"1,883,800",57.73,"65,000",2.1,30.35,31,30.25
06/01/2025,30.3,,-0.1(-0.33 %),"2,190,400",66.32,"1,500,000",46.5,30.45,30.7,30
03/01/2025,30.4,,-0.85(-2.72 %),"4,896,600",149.93,"1,000,000",32,31.3,31.3,30.3
02/01/2025,31.25,,0(0.00 %),"2,568,300",79.78,"1,000,000",32,31.4,31.4,30.85
31/12/2024,31.25,,-0.3(-0.95 %),"2,470,600",77.47,"2,800,000",89.6,31.55,31.65,31.2
30/12/2024,31.55,,0.55(1.77 %),"3,349,400",105.42,0,0,31.3,31.8,31.05
27/12/2024,31,,1.97(6.79 %),"9,363,500",287.05,"1,500,000",45.75,29.3,31,29.2
26/12/2024,33.9,29.03,-0.35(-1.02 %),"2,059,900",70.29,"2,500,000",87,34.4,34.45,33.9
25/12/2024,34.25,29.32,0.7(2.09 %),"4,652,700",159.7,"1,000,000",34,33.6,34.6,33.55
24/12/2024,33.55,28.73,0.05(0.15 %),"1,254,400",41.81,"1,500,000",51,33.55,33.6,33.1
23/12/2024,33.5,28.68,0.1(0.30 %),"1,034,700",34.6,"1,535,000",52.14,33.6,33.65,33.25
20/12/2024,33.4,28.6,0(0.00 %),"971,400",32.29,"1,524,000",50.3,33.4,33.55,33.05
19/12/2024,33.4,28.6,-0.3(-0.89 %),"1,533,700",51.22,"1,535,000",52.89,33.7,33.75,33.05
18/12/2024,33.7,28.85,0.45(1.35 %),"2,076,900",69.88,"2,224,000",74.52,33.3,33.8,33.3
17/12/2024,33.25,28.47,0.1(0.30 %),"1,036,300",34.27,"3,235,000",109.96,33.25,33.3,32.95
16/12/2024,33.15,28.38,0(0.00 %),"884,000",29.36,"4,024,000",136.81,33.35,33.55,33.05
13/12/2024,33.15,28.38,0.05(0.15 %),"1,281,200",42.48,"3,035,000",103.19,33.2,33.45,32.9
