Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
14/03/2023,14.65,9.74,-0.15(-1.01 %),"16,302,600",241.93,"270,000",3.92,14.8,15,14.65
13/03/2023,14.75,9.81,-0.05(-0.34 %),"13,523,200",201.81,"1,307,500",19.32,14.75,15.1,14.7
10/03/2023,14.75,9.81,-0.05(-0.34 %),"8,374,400",124.25,"808,000",11.89,14.8,14.95,14.7
09/03/2023,14.8,9.84,0.1(0.68 %),"19,620,500",293.35,"1,305,000",19.09,14.75,15.15,14.7
08/03/2023,14.65,9.74,0.25(1.74 %),"7,295,700",106.03,"1,120,000",16.29,14.25,14.65,14.25
07/03/2023,14.35,9.54,0.05(0.35 %),"7,956,600",114.95,"1,901,000",27.4,14.55,14.6,14.25
06/03/2023,14.25,9.48,0.05(0.35 %),"8,653,100",125.05,0,0,14.35,14.6,14.25
03/03/2023,14.15,9.41,-0.25(-1.74 %),"6,948,200",100.15,"670,000",9.67,14.5,14.65,14.15
02/03/2023,14.4,9.58,0.1(0.70 %),"8,285,400",120,"35,000",0.49,14.5,14.8,14.15
01/03/2023,14.3,9.51,0.3(2.14 %),"9,759,700",138.23,"600,000",8.7,13.9,14.5,13.8
28/02/2023,13.95,9.28,0.15(1.09 %),"5,336,700",74.57,"35,000",0.49,13.85,14.05,13.85
27/02/2023,13.8,9.18,-0.3(-2.13 %),"5,801,300",80.79,"774,000",11.2,13.9,14.1,13.8
24/02/2023,14.1,9.38,-0.1(-0.70 %),"7,628,200",108.23,"320,000",4.53,14.25,14.4,14.1
23/02/2023,14.15,9.41,0.05(0.35 %),"9,337,000",131.81,"1,238,000",18.27,14.1,14.45,13.85
22/02/2023,14.1,9.38,-0.6(-4.08 %),"9,985,800",144.16,0,0,14.45,14.8,14.1
21/02/2023,14.7,9.78,-0.3(-2.00 %),"8,629,600",127.95,"638,000",9.55,15.05,15.1,14.65
20/02/2023,15,9.98,0.5(3.45 %),"10,621,600",156.96,0,0,14.5,15,14.5
17/02/2023,14.5,9.64,0.5(3.57 %),"18,982,900",275.63,"304,000",4.44,14,14.8,14
16/02/2023,14,9.31,0.2(1.45 %),"6,530,900",91.09,"38,000",0.53,13.85,14,13.85
15/02/2023,13.75,9.15,0.05(0.36 %),"6,237,400",86.3,"225,000",3.3,13.7,14,13.55
