Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
11/04/2023,19.55,12.91,-0.15(-0.76 %),"2,261,800",44.15,"6,300,000",124.11,19.6,19.7,19.3
10/04/2023,19.7,13.01,0.2(1.03 %),"3,730,900",73.09,"1,640,000",31.9,19.5,19.75,19.5
07/04/2023,19.45,12.84,-0.25(-1.27 %),"2,687,600",52.14,0,0,19.5,19.65,19.2
06/04/2023,19.65,12.98,-0.05(-0.25 %),"5,187,200",103.24,"1,275,000",25.23,19.7,20.1,19.55
05/04/2023,19.7,13.01,0.5(2.60 %),"4,710,400",92.03,"5,865,000",116.56,19.3,19.7,19.2
04/04/2023,19.15,12.64,-0.25(-1.29 %),"2,250,600",43.07,"444,000",8.59,19.2,19.3,19.05
03/04/2023,19.35,12.78,0.05(0.26 %),"2,932,500",56.47,"1,020,000",19.64,19.45,19.5,19
31/03/2023,19.25,12.71,0.55(2.94 %),"5,629,100",107.61,"1,189,600",22.2,18.7,19.4,18.7
30/03/2023,18.7,12.35,0.6(3.31 %),"5,788,600",108.4,"2,733,000",49.47,18.3,18.9,18.3
29/03/2023,18.1,11.95,-0.1(-0.55 %),"1,069,700",19.43,"455,156",7.84,18.2,18.35,18.05
28/03/2023,18.15,11.98,-0.05(-0.27 %),"2,171,200",39.28,"216,900",3.95,18.2,18.3,17.95
27/03/2023,18.2,12.02,0.1(0.55 %),"1,265,000",22.89,0,0,18.2,18.25,17.9
24/03/2023,18.05,11.92,0.35(1.98 %),"1,377,400",24.82,0,0,17.7,18.2,17.7
23/03/2023,17.65,11.65,-0.05(-0.28 %),"1,840,000",32.39,0,0,17.65,17.75,17.5
22/03/2023,17.65,11.65,0.25(1.44 %),"3,366,300",59.26,0,0,17.7,17.8,17.4
21/03/2023,17.4,11.49,-0.4(-2.25 %),"5,107,700",89.28,0,0,18,18,17.35
20/03/2023,17.8,11.75,-0.7(-3.78 %),"2,908,600",51.92,0,0,18.1,18.15,17.6
17/03/2023,18.5,12.22,0.6(3.35 %),"2,990,200",54.73,0,0,18.2,18.5,17.9
16/03/2023,17.85,11.79,-0.65(-3.51 %),"2,118,500",38.54,0,0,18.5,18.7,17.6
15/03/2023,18.5,12.22,0.4(2.21 %),"1,620,500",30.05,"1,138,000",21.1,18.25,18.7,18.25
