Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
19/09/2024,26.85,22.37,0.15(0.56 %),"6,303,300",168.65,"5,607,000",149.71,26.7,26.9,26.6
18/09/2024,26.7,22.25,0.1(0.38 %),"5,821,600",154.74,"2,440,000",64.9,26.55,26.75,26.45
17/09/2024,26.6,22.17,0.4(1.53 %),"4,479,300",117.43,"3,246,001",85.15,26.25,26.6,26
16/09/2024,26.2,21.83,-0.2(-0.76 %),"4,191,800",110.09,"6,364,002",168.3,26.4,26.4,26.05
13/09/2024,26.4,22,0.2(0.76 %),"4,032,600",106.17,"1,500,000",39.45,26.3,26.5,26.15
12/09/2024,26.2,21.83,-0.15(-0.57 %),"4,889,300",128.54,"940,001",23.69,26.45,26.45,26.15
11/09/2024,26.35,21.96,0.05(0.19 %),"5,068,700",132.82,"2,906,000",77,26.3,26.4,25.95
10/09/2024,26.3,21.92,-0.2(-0.75 %),"6,282,900",165.8,0,0,26.6,26.6,26.1
09/09/2024,26.5,22.08,-0.25(-0.93 %),"5,326,000",140.41,"990,000",26.36,26.8,26.8,26.15
06/09/2024,26.75,22.29,-0.2(-0.74 %),"5,215,000",139.98,"2,685,000",72.3,26.95,27,26.7
05/09/2024,26.95,22.46,-0.15(-0.55 %),"5,827,700",156.75,"530,000",14.36,27.2,27.2,26.7
04/09/2024,27.1,22.58,-0.6(-2.17 %),"5,516,300",149.49,"3,131,000",86.56,27.45,27.5,26.85
30/08/2024,27.7,23.08,0.35(1.28 %),"5,893,000",161.63,"8,800,000",241.4,27.45,27.7,27.3
29/08/2024,27.35,22.79,0.3(1.11 %),"7,434,500",203.31,"1,117,000",30.18,27.1,27.65,27.05
28/08/2024,27.05,22.54,-0.05(-0.18 %),"5,199,200",140.9,"1,600,000",43.36,27.2,27.25,26.95
27/08/2024,27.1,22.58,0(0.00 %),"5,215,000",141.25,"30,000",0.76,27.15,27.2,26.95
26/08/2024,27.1,22.58,0(0.00 %),"6,164,700",166.61,"950,000",25.83,27.15,27.2,26.85
23/08/2024,27.1,22.58,0(0.00 %),"4,869,600",131.49,"6,415,000",175.59,27.1,27.15,26.85
22/08/2024,27.1,22.58,0(0.00 %),"5,339,600",143.91,"281,515",7.62,27.1,27.2,26.75
21/08/2024,27.1,22.58,0.3(1.12 %),"6,467,600",174.32,"1,300,001",34.84,26.8,27.25,26.7
