Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
05/09/2023,17.1,13.69,0.25(1.48 %),"5,114,500",86.98,"4,860,007",81.89,16.9,17.15,16.75
31/08/2023,16.85,13.49,0.5(3.06 %),"3,855,000",63.9,"26,786,005",437.95,16.3,16.85,16.3
30/08/2023,16.35,13.09,0.15(0.93 %),"2,390,100",38.83,2,0,16.25,16.35,16.2
29/08/2023,16.2,12.97,-0.1(-0.61 %),"2,955,000",47.89,0,0,16.2,16.3,16.1
28/08/2023,16.3,13.05,0.05(0.31 %),"1,827,900",29.67,0,0,16.15,16.3,16.15
25/08/2023,16.25,13.01,0.05(0.31 %),"1,763,200",28.53,0,0,16.1,16.35,16.1
24/08/2023,16.2,12.97,0.1(0.62 %),"2,153,600",34.97,"5,000,007",80.5,16.1,16.4,16.05
23/08/2023,16.1,12.89,-0.3(-1.83 %),"1,948,100",31.67,10,0,16.25,16.4,16.05
22/08/2023,16.4,13.13,0.2(1.23 %),"3,152,000",50.95,"105,045",1.7,16.2,16.4,15.85
21/08/2023,16.2,12.97,0(0.00 %),"4,696,500",76.16,"670,038",10.85,16,16.5,16
18/08/2023,16.2,12.97,-1(-5.81 %),"4,760,000",79.95,"1,820,607",30.65,17.1,17.1,16.15
17/08/2023,17.15,13.73,-0.05(-0.29 %),"2,543,900",43.54,"3,665,337",62.8,17.15,17.25,17
16/08/2023,17.15,13.73,0.05(0.29 %),"1,760,000",30.12,"980,044",16.78,17.1,17.2,17
15/08/2023,17.05,13.65,-0.15(-0.87 %),"1,809,300",30.89,"347,756",5.95,17.2,17.25,17
14/08/2023,17.15,13.73,0.05(0.29 %),"2,092,200",35.69,"400,072",6.82,17.05,17.15,17
11/08/2023,17.05,13.65,-0.15(-0.87 %),"2,731,900",46.6,32,0,17.25,17.25,16.95
10/08/2023,17.2,13.77,-0.1(-0.58 %),"1,974,900",34.12,"820,237",14.21,17.35,17.45,17.15
09/08/2023,17.3,13.85,-0.05(-0.29 %),"2,485,900",42.93,"2,730,037",45.86,17.4,17.4,17.15
08/08/2023,17.35,13.89,0(0.00 %),"3,477,800",60.41,"202,438",3.51,17.4,17.5,17.3
07/08/2023,17.35,13.89,0.2(1.17 %),"3,127,800",54.2,"1,301,940",22.72,17.3,17.5,17.25
